# _root_ ATO Başkanı Sinan_Aygün , Maliye Bakanı Kemal_Yazıcıoğlu ziyaretinden sonra da Bakan'ın " Vergi_Barışı_Projesi " konusunda , ocak ayının ilk haftasında _ mükelleflere müjde _ _ verebileceklerini _ söylediğini _ bildirdi .
#goldHeads=2,3,30,0,6,7,8,9,27,9,13,0,15,0,24,0,18,20,20,24,22,24,24,25,26,27,28,30,30,31,0,
#predictedHeads=2,3,30,0,6,7,8,9,25,9,13,0,15,0,25,0,18,20,20,25,22,24,25,25,26,27,28,30,30,31,0,
(15,30),(30,18),0.0317985 # DEPENDENCYPART_GRANDPAR
(15,30),(30,19),-0.309689 # DEPENDENCYPART_GRANDPAR
(15,30),(30,20),-0.263673 # DEPENDENCYPART_GRANDPAR
(15,30),(30,21),-0.240099 # DEPENDENCYPART_GRANDPAR
(15,30),(30,22),-0.417789 # DEPENDENCYPART_GRANDPAR
(15,30),(30,23),-0.467508 # DEPENDENCYPART_GRANDPAR
(15,30),(30,24),-0.291553 # DEPENDENCYPART_GRANDPAR
(15,30),(30,25),-0.043739 # DEPENDENCYPART_GRANDPAR
(15,30),(30,26),-0.257708 # DEPENDENCYPART_GRANDPAR
(15,30),(30,27),-0.271503 # DEPENDENCYPART_GRANDPAR
(15,30),(30,28),-0.139911 # DEPENDENCYPART_GRANDPAR
(15,30),(30,29),-0.296524 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.182581 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0631618 # DEPENDENCYPART_GRANDPAR
(16,14),(14,25),-0.445757 # DEPENDENCYPART_GRANDPAR
(16,14),(14,30),-1.02547 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.238843 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.395693 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.420068 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.460808 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.339212 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.100504 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.178573 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.164404 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.0301578 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.0599913 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.24113 # DEPENDENCYPART_GRANDPAR
(16,15),(15,30),-0.977465 # DEPENDENCYPART_GRANDPAR
(16,25),(25,1),-0.451242 # DEPENDENCYPART_GRANDPAR
(16,25),(25,2),-0.55441 # DEPENDENCYPART_GRANDPAR
(16,25),(25,3),-0.25933 # DEPENDENCYPART_GRANDPAR
(16,25),(25,5),-0.414658 # DEPENDENCYPART_GRANDPAR
(16,25),(25,6),-0.598039 # DEPENDENCYPART_GRANDPAR
(16,25),(25,7),-0.620802 # DEPENDENCYPART_GRANDPAR
(16,25),(25,8),-0.661542 # DEPENDENCYPART_GRANDPAR
(16,25),(25,9),-0.515744 # DEPENDENCYPART_GRANDPAR
(16,25),(25,11),-0.379307 # DEPENDENCYPART_GRANDPAR
(16,25),(25,13),-0.170576 # DEPENDENCYPART_GRANDPAR
(16,25),(25,15),-0.0120937 # DEPENDENCYPART_GRANDPAR
(16,25),(25,17),-0.356799 # DEPENDENCYPART_GRANDPAR
(16,25),(25,18),-0.555428 # DEPENDENCYPART_GRANDPAR
(16,25),(25,19),-0.152421 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),-0.563921 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),-0.0586831 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.673922 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.959619 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.474541 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.833028 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.570026 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-1.02507 # DEPENDENCYPART_GRANDPAR
(16,25),(25,29),-0.748055 # DEPENDENCYPART_GRANDPAR
(16,29),(29,9),-0.515744 # DEPENDENCYPART_GRANDPAR
(16,29),(29,20),-0.563921 # DEPENDENCYPART_GRANDPAR
(16,29),(29,22),-0.673922 # DEPENDENCYPART_GRANDPAR
(16,29),(29,23),-0.959619 # DEPENDENCYPART_GRANDPAR
(16,29),(29,24),-0.474541 # DEPENDENCYPART_GRANDPAR
(16,29),(29,25),-0.450626 # DEPENDENCYPART_GRANDPAR
(16,29),(29,26),-0.946814 # DEPENDENCYPART_GRANDPAR
(16,29),(29,27),-0.628854 # DEPENDENCYPART_GRANDPAR
(16,29),(29,28),-1.13392 # DEPENDENCYPART_GRANDPAR
(16,29),(29,30),-1.06352 # DEPENDENCYPART_GRANDPAR
(16,30),(30,1),-0.494939 # DEPENDENCYPART_GRANDPAR
(16,30),(30,2),-0.598103 # DEPENDENCYPART_GRANDPAR
(16,30),(30,3),-0.303028 # DEPENDENCYPART_GRANDPAR
(16,30),(30,4),-0.720379 # DEPENDENCYPART_GRANDPAR
(16,30),(30,5),-0.458356 # DEPENDENCYPART_GRANDPAR
(16,30),(30,6),-0.641737 # DEPENDENCYPART_GRANDPAR
(16,30),(30,7),-0.664499 # DEPENDENCYPART_GRANDPAR
(16,30),(30,8),-0.705239 # DEPENDENCYPART_GRANDPAR
(16,30),(30,9),-0.510642 # DEPENDENCYPART_GRANDPAR
(16,30),(30,10),-0.186341 # DEPENDENCYPART_GRANDPAR
(16,30),(30,11),-0.423004 # DEPENDENCYPART_GRANDPAR
(16,30),(30,12),-0.427114 # DEPENDENCYPART_GRANDPAR
(16,30),(30,13),-0.214273 # DEPENDENCYPART_GRANDPAR
(16,30),(30,14),-0.202719 # DEPENDENCYPART_GRANDPAR
(16,30),(30,15),-0.0557893 # DEPENDENCYPART_GRANDPAR
(16,30),(30,16),-0.206419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,30),(30,17),0.107076 # DEPENDENCYPART_GRANDPAR
(16,30),(30,18),-0.0915524 # DEPENDENCYPART_GRANDPAR
(16,30),(30,19),0.0908981 # DEPENDENCYPART_GRANDPAR
(16,30),(30,20),-0.100045 # DEPENDENCYPART_GRANDPAR
(16,30),(30,21),0.206579 # DEPENDENCYPART_GRANDPAR
(16,30),(30,22),-0.210047 # DEPENDENCYPART_GRANDPAR
(16,30),(30,23),-0.495744 # DEPENDENCYPART_GRANDPAR
(16,30),(30,24),-0.196878 # DEPENDENCYPART_GRANDPAR
(16,30),(30,25),-0.172963 # DEPENDENCYPART_GRANDPAR
(16,30),(30,26),-0.482939 # DEPENDENCYPART_GRANDPAR
(16,30),(30,27),-0.351191 # DEPENDENCYPART_GRANDPAR
(16,30),(30,28),-0.670043 # DEPENDENCYPART_GRANDPAR
(16,30),(30,29),-0.52922 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.376075 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.819421 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.634426 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.80524 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.531711 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.354051 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.507252 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.533912 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.0863472 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.392041 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.379407 # DEPENDENCYPART_GRANDPAR
(17,15),(15,30),-0.788282 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.292354 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.135566 # DEPENDENCYPART_GRANDPAR
(17,16),(16,25),-0.146255 # DEPENDENCYPART_GRANDPAR
(17,16),(16,29),-0.503205 # DEPENDENCYPART_GRANDPAR
(17,16),(16,30),-0.874711 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.312714 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.802766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.248821 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.451249 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.336934 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.760266 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.374111 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.198319 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),0.236474 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.325839 # DEPENDENCYPART_GRANDPAR
(18,12),(12,25),-0.302058 # DEPENDENCYPART_GRANDPAR
(18,12),(12,29),-0.503435 # DEPENDENCYPART_GRANDPAR
(18,12),(12,30),-0.770071 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.324702 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.118523 # DEPENDENCYPART_GRANDPAR
(18,14),(14,25),-0.302058 # DEPENDENCYPART_GRANDPAR
(18,14),(14,30),-0.770071 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.167978 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.80272 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.655871 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.530572 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.431015 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.307661 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),0.109453 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.348932 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.245545 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.250932 # DEPENDENCYPART_GRANDPAR
(18,15),(15,19),-0.42801 # DEPENDENCYPART_GRANDPAR
(18,15),(15,30),-0.686893 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.153976 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.347616 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.309377 # DEPENDENCYPART_GRANDPAR
(18,16),(16,29),-0.510754 # DEPENDENCYPART_GRANDPAR
(18,16),(16,30),-0.773321 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.031919 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.0647302 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.427914 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.553625 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.227035 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.172931 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.59772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,23),-0.556461 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),-0.385537 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.830806 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.479323 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.184585 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.00720707 # DEPENDENCYPART_GRANDPAR
(19,16),(16,25),-0.216878 # DEPENDENCYPART_GRANDPAR
(19,16),(16,29),-0.378311 # DEPENDENCYPART_GRANDPAR
(19,16),(16,30),-0.464914 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.0243078 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.173337 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.452041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),-0.265109 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.295039 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.236375 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.0214705 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.175893 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.24599 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.452041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),-0.265109 # DEPENDENCYPART_GRANDPAR
(19,23),(23,12),-0.477066 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-0.408471 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.524146 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.258614 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.346289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),-0.229307 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.0988456 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.324529 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.0329462 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),0.0060806 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.713715 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.786564 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.523481 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.276625 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.466097 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.151809 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.0906701 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.408176 # DEPENDENCYPART_GRANDPAR
(20,12),(12,25),-0.151302 # DEPENDENCYPART_GRANDPAR
(20,12),(12,29),-0.390195 # DEPENDENCYPART_GRANDPAR
(20,12),(12,30),-0.787522 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.402479 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.225692 # DEPENDENCYPART_GRANDPAR
(20,14),(14,25),-0.151302 # DEPENDENCYPART_GRANDPAR
(20,14),(14,30),-0.787522 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.233593 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),0.592739 # DEPENDENCYPART_GRANDPAR
(20,16),(16,25),-0.158622 # DEPENDENCYPART_GRANDPAR
(20,16),(16,29),-0.397515 # DEPENDENCYPART_GRANDPAR
(20,16),(16,30),-0.790772 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),0.207764 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.191219 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.132712 # DEPENDENCYPART_GRANDPAR
(20,17),(17,21),-0.416204 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.445876 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.351075 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),0.215743 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.194107 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.0414417 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.132712 # DEPENDENCYPART_GRANDPAR
(20,18),(18,21),-0.416204 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.178732 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.0369913 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.100205 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.685203 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.191931 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.83216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,23),-0.318994 # DEPENDENCYPART_GRANDPAR
(20,22),(22,9),-0.591006 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-0.568609 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-0.537547 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-0.703631 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-0.442746 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.110513 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.288551 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.270085 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.195391 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.233639 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.553714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),-0.234125 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.381958 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.105301 # DEPENDENCYPART_GRANDPAR
(20,24),(24,3),-0.857891 # DEPENDENCYPART_GRANDPAR
(20,24),(24,9),-0.50911 # DEPENDENCYPART_GRANDPAR
(20,24),(24,11),-0.418626 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.045408 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.767363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),-0.331971 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.489673 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.668059 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.0589293 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),0.0233743 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),0.0308716 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.276719 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.426915 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.217488 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.386406 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.464741 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.274767 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.238755 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.121203 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.244943 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.0261189 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.0552556 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.561315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.472341 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.416892 # DEPENDENCYPART_GRANDPAR
(21,23),(23,12),-0.428127 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-0.303512 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.586811 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.377209 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.244466 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.351542 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.391489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),-0.28068 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.247371 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.167477 # DEPENDENCYPART_GRANDPAR
(22,9),(9,1),-1.11242 # DEPENDENCYPART_GRANDPAR
(22,9),(9,2),-1.27389 # DEPENDENCYPART_GRANDPAR
(22,9),(9,4),-0.363787 # DEPENDENCYPART_GRANDPAR
(22,9),(9,5),-0.914034 # DEPENDENCYPART_GRANDPAR
(22,9),(9,6),-1.12629 # DEPENDENCYPART_GRANDPAR
(22,9),(9,7),-0.767523 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-1.04265 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-0.155652 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),-0.96972 # DEPENDENCYPART_GRANDPAR
(22,11),(11,5),-0.962288 # DEPENDENCYPART_GRANDPAR
(22,11),(11,6),-1.17164 # DEPENDENCYPART_GRANDPAR
(22,11),(11,8),-1.08913 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.345216 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),-0.931963 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.220399 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.446017 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.531115 # DEPENDENCYPART_GRANDPAR
(22,12),(12,25),0.0657104 # DEPENDENCYPART_GRANDPAR
(22,12),(12,29),-0.135507 # DEPENDENCYPART_GRANDPAR
(22,12),(12,30),-0.552356 # DEPENDENCYPART_GRANDPAR
(22,13),(13,1),-1.15827 # DEPENDENCYPART_GRANDPAR
(22,13),(13,2),-1.31544 # DEPENDENCYPART_GRANDPAR
(22,13),(13,3),-0.881952 # DEPENDENCYPART_GRANDPAR
(22,13),(13,4),-0.329661 # DEPENDENCYPART_GRANDPAR
(22,13),(13,7),-0.814004 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),-1.08913 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-0.669618 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.345216 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.613969 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.536671 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.56005 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.724905 # DEPENDENCYPART_GRANDPAR
(22,13),(13,30),-0.469081 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.497318 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.691558 # DEPENDENCYPART_GRANDPAR
(22,14),(14,25),0.0657104 # DEPENDENCYPART_GRANDPAR
(22,14),(14,30),-0.552356 # DEPENDENCYPART_GRANDPAR
(22,15),(15,4),-0.316238 # DEPENDENCYPART_GRANDPAR
(22,15),(15,6),-1.13343 # DEPENDENCYPART_GRANDPAR
(22,15),(15,7),-0.775793 # DEPENDENCYPART_GRANDPAR
(22,15),(15,8),-1.05091 # DEPENDENCYPART_GRANDPAR
(22,15),(15,9),-0.655503 # DEPENDENCYPART_GRANDPAR
(22,15),(15,10),-0.331101 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-0.575758 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.522908 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.8213 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.456208 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-0.197695 # DEPENDENCYPART_GRANDPAR
(22,15),(15,30),-0.469177 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.356532 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.258522 # DEPENDENCYPART_GRANDPAR
(22,16),(16,25),0.0583912 # DEPENDENCYPART_GRANDPAR
(22,16),(16,29),-0.142826 # DEPENDENCYPART_GRANDPAR
(22,16),(16,30),-0.555606 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.643497 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.291571 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.199809 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),-0.0979076 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),-0.540714 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.474015 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.635519 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.294459 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.305915 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.199809 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),-0.0979076 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.279084 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.310365 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.438057 # DEPENDENCYPART_GRANDPAR
(22,19),(19,23),-0.143885 # DEPENDENCYPART_GRANDPAR
(22,20),(20,11),-0.613969 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),-0.536671 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.469971 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.28772 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.304567 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.423747 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.0753152 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.0979076 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),0.17557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,24),-0.135441 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.0514843 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.309167 # DEPENDENCYPART_GRANDPAR
(22,21),(21,23),-0.0205289 # DEPENDENCYPART_GRANDPAR
(22,23),(23,12),-0.632385 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-0.388903 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.617441 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.733654 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.300736 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.682117 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.279988 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),0.413104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),0.152878 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.428345 # DEPENDENCYPART_GRANDPAR
(22,24),(24,3),-1.03847 # DEPENDENCYPART_GRANDPAR
(22,24),(24,9),-0.718303 # DEPENDENCYPART_GRANDPAR
(22,24),(24,11),-0.773972 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-0.583671 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.532134 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.243949 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),0.199455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.126741 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),0.327166 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),0.449803 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),0.28556 # DEPENDENCYPART_GRANDPAR
(23,12),(12,10),-0.237983 # DEPENDENCYPART_GRANDPAR
(23,12),(12,11),-0.607292 # DEPENDENCYPART_GRANDPAR
(23,12),(12,14),-0.521087 # DEPENDENCYPART_GRANDPAR
(23,12),(12,25),-0.0338087 # DEPENDENCYPART_GRANDPAR
(23,12),(12,29),-0.246798 # DEPENDENCYPART_GRANDPAR
(23,12),(12,30),-0.713921 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),-0.346504 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.382994 # DEPENDENCYPART_GRANDPAR
