# _root_ Cadı onu _ ziyarete_geldiğinde , aşağıdan " Rapunzel , Rapunzel ! _ Uzat altın _ sarısı saçlarını ! " diye seslenirmiş .
#goldHeads=3,3,4,21,0,21,0,9,10,13,0,13,18,16,16,17,13,20,0,21,22,0,
#predictedHeads=3,3,4,5,0,7,0,16,0,16,0,13,16,16,16,17,21,0,0,21,22,0,
(16,11),(11,9),-0.415588 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.222199 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.532901 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.180396 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.859841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,18),-0.0872733 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.198567 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.423265 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.0720191 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.605517 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.524621 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.120104 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.316073 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.00400643 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.453553 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.200903 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.207874 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.222076 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.685379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),0.0696609 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),0.0691917 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),0.0289862 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.111151 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.0750138 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.031455 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.43976 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.207551 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.248864 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.623401 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.462507 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.542505 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.649376 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.137989 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.475421 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.013878 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.563919 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.295092 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.0654868 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.166602 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.808733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.053693 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.0257011 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.0656919 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.164218 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.150775 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.123818 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.338097 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.67274 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.0632169 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.515229 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.285362 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0658595 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.124229 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.835139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,20),-0.169995 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.0172029 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.402787 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.0499388 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.049124 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.110153 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),0.0518897 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.513695 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.974251 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.571378 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.893355 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.786013 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.488839 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.584292 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.364728 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.653968 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.567241 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.257027 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.231682 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.30631 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.597492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.126116 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.0428567 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.0128529 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.0865551 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.494624 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.424574 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),0.00034154 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),0.149846 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.0361547 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),0.137852 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),0.0221843 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.0396789 # DEPENDENCYPART_GRANDPAR
(17,5),(5,21),-0.710625 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),0.149846 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.446641 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),0.20972 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.122301 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.176731 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),0.00810014 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.0514624 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),0.106415 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),0.218441 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.198694 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.311929 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),0.0490089 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-0.546727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,21),-0.707375 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.424574 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),0.20972 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.363342 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.0335858 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.0514624 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),0.0221843 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),0.0436205 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),0.0746281 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),0.297584 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.0766738 # DEPENDENCYPART_GRANDPAR
(17,9),(9,21),-0.710625 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),0.20972 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.0335858 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.109378 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),0.166229 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),0.163047 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),0.227586 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),0.294611 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.286774 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.0873819 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.322815 # DEPENDENCYPART_GRANDPAR
(17,11),(11,18),-0.212856 # DEPENDENCYPART_GRANDPAR
(17,11),(11,21),-0.716493 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.370219 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),0.269356 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.370965 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.287665 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.0337017 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),0.335276 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.091567 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.0993794 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.066875 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.288871 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.191565 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.425149 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.379866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.0563905 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-0.0458673 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.329042 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.59294 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),-0.12507 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.396885 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),0.128739 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),0.135974 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.39902 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),0.214334 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.31572 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),0.00637888 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.0617566 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),0.170843 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),0.0635121 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.0160712 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.0517211 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.146484 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.136091 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.282761 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.50322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.151283 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.140545 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.38211 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.668701 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.217433 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.000729853 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.447797 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),0.0147351 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),0.0336949 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.0410636 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.200301 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.0937185 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.2115 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.387886 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),0.080937 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.155435 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.203807 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.226979 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.0515657 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.397637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,1),-0.381661 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),0.0211647 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),0.230543 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.320429 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.0127626 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.0664652 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),0.187052 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),0.0588034 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),0.0555895 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.00515216 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.224338 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.0264533 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.0865036 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.527734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,3),-0.219401 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.180011 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.407096 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.0816427 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.33738 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.310056 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.473848 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.400629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.0548243 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.123231 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.238484 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.00440133 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-0.207734 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.39543 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.072524 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.331671 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.303583 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.468139 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.424512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.0883706 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.157774 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.292952 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.0451439 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.306057 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.442525 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.346527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.107008 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.0955039 # DEPENDENCYPART_GRANDPAR
(17,21),(21,1),-0.729942 # DEPENDENCYPART_GRANDPAR
(17,21),(21,2),-0.175757 # DEPENDENCYPART_GRANDPAR
(17,21),(21,4),-0.724899 # DEPENDENCYPART_GRANDPAR
(17,21),(21,5),0.0876484 # DEPENDENCYPART_GRANDPAR
(17,21),(21,6),-0.6416 # DEPENDENCYPART_GRANDPAR
(17,21),(21,7),-0.143522 # DEPENDENCYPART_GRANDPAR
(17,21),(21,8),-0.387636 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),0.0441571 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-0.262367 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-0.118438 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-0.362828 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.0338508 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.286049 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.281273 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.42274 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.357745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),-0.114378 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.100829 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.261122 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.0640831 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.386396 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.0944446 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.451392 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.773955 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.448404 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.49909 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.368017 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.256636 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),0.0225112 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.168376 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.0958221 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.0163519 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.718305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,21),-0.330666 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),-0.386396 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-0.0944446 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.240938 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.23795 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.288635 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.495476 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.200471 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.135558 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.187798 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.126206 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.166705 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.235835 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.113355 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.690991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.47682 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.399877 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.291075 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-0.473353 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.066474 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),0.128238 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.398178 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),0.0775946 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.555874 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),0.0805826 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.405065 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),0.0298975 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.311526 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),0.118062 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),0.0520881 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.0978907 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.25086 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.040929 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.141231 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.490422 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.694583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.480207 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.390533 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.292694 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-0.475333 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),0.109814 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.0156744 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),0.0247925 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),0.148321 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),0.150079 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.0691917 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.101316 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.176755 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.436729 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.377374 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.100284 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.141354 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.304865 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0944956 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.0476817 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.143953 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),0.107553 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.455032 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.00547856 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.45569 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.0561636 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.210683 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),0.0320005 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),0.14606 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),0.150396 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),0.068002 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.313094 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.245801 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.517348 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),0.10873 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.0262695 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.455915 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.0232816 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.455543 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.0739667 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.211566 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),0.0141974 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),0.146207 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),0.147839 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),0.0669517 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.295291 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.243965 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.202587 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.703426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.48818 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.436729 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.271271 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-0.71761 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.221541 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.227667 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.00112452 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.136924 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.110832 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),0.223822 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.581785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.202792 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.0939101 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.237604 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),0.00395536 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.105752 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),0.228902 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.570799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.35482 # DEPENDENCYPART_GRANDPAR
(18,21),(21,1),-0.423087 # DEPENDENCYPART_GRANDPAR
(18,21),(21,2),-0.164749 # DEPENDENCYPART_GRANDPAR
(18,21),(21,4),-0.280672 # DEPENDENCYPART_GRANDPAR
(18,21),(21,5),-0.782388 # DEPENDENCYPART_GRANDPAR
(18,21),(21,6),-0.277684 # DEPENDENCYPART_GRANDPAR
(18,21),(21,7),-0.684186 # DEPENDENCYPART_GRANDPAR
(18,21),(21,8),-0.328369 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),-0.538039 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-0.240205 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.15014 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.194694 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.194638 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),0.0445917 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.124774 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.065227 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),0.268478 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.564386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),-0.345243 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.234414 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.196088 # DEPENDENCYPART_GRANDPAR
