# _root_ Ertesi gün hava _ kararırken , alçak bir sesle " Rapunzel , Rapunzel ! _ Uzat altın _ sarısı saçlarını ! " diye seslenirmiş .
#goldHeads=2,4,4,5,24,0,9,9,24,0,12,13,16,0,16,23,19,19,20,16,0,0,24,25,0,
#predictedHeads=2,4,4,5,24,0,9,9,16,0,19,0,19,0,16,21,19,19,20,24,0,0,24,25,0,
(15,24),(24,18),-0.159741 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),-0.174541 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.184328 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.385202 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.400496 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.23132 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.522447 # DEPENDENCYPART_GRANDPAR
(15,25),(25,1),-0.234689 # DEPENDENCYPART_GRANDPAR
(15,25),(25,2),-0.432176 # DEPENDENCYPART_GRANDPAR
(15,25),(25,4),-0.84327 # DEPENDENCYPART_GRANDPAR
(15,25),(25,5),-0.451363 # DEPENDENCYPART_GRANDPAR
(15,25),(25,9),-0.512279 # DEPENDENCYPART_GRANDPAR
(15,25),(25,10),-0.639218 # DEPENDENCYPART_GRANDPAR
(15,25),(25,15),-0.679029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,25),(25,16),-0.287929 # DEPENDENCYPART_GRANDPAR
(15,25),(25,17),-0.287692 # DEPENDENCYPART_GRANDPAR
(15,25),(25,18),-0.403025 # DEPENDENCYPART_GRANDPAR
(15,25),(25,19),-0.320247 # DEPENDENCYPART_GRANDPAR
(15,25),(25,20),-0.329759 # DEPENDENCYPART_GRANDPAR
(15,25),(25,21),-0.452865 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),-0.503453 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.384284 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.383771 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.231647 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.379831 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.0700021 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.304872 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.310262 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.115262 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.0318827 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.0655517 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.298287 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.319215 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),0.110186 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.133859 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.430151 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.413184 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.112252 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.31793 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.00236208 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.153716 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),0.209224 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.090992 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.00124842 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.18459 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),0.0716939 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.126401 # DEPENDENCYPART_GRANDPAR
(16,6),(6,24),-0.13645 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.247863 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.162663 # DEPENDENCYPART_GRANDPAR
(16,7),(7,20),-0.258725 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.119294 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.118042 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.0365196 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.165782 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.0953268 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.258556 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.0803818 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),0.0152485 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.064632 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.426888 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.30601 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.195611 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.159039 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),0.219243 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.120359 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),0.0321395 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.0576655 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.0786595 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.499516 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.224762 # DEPENDENCYPART_GRANDPAR
(16,10),(10,24),-0.222058 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.16447 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.0790699 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),0.0198621 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),0.0581921 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.32848 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.160769 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),0.0716939 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),0.0442942 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.304373 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.192287 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.400986 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.1851 # DEPENDENCYPART_GRANDPAR
(16,12),(12,24),-0.13645 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.32848 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.17839 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.0543893 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.135727 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),0.130881 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),0.00830268 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.100452 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.00766157 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.00611042 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.2138 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.251843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,19),-1.18439 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.22481 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.23083 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),0.110186 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.28371 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),0.0918509 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.144725 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.0607776 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.00224631 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.0154231 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.0856605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.706973 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),0.155845 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.952108 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.0122577 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.0587077 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.00875038 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.212041 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.0646481 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-0.244926 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.165656 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.363837 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.50505 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.358079 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.14203 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.168407 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.0953812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.331578 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.910943 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.142521 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.00996983 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.0109459 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.189488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-1.06794 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.0278225 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.499104 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.275713 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.363837 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.268472 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.42117 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.50505 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.142254 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.358079 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.14203 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.168407 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.0953809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.792755 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.243018 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.0197215 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-0.311971 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-0.286293 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-0.167771 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.365953 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-0.270588 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.427518 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.507166 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.152834 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.360195 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.148377 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.170523 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.0953809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.792755 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.243018 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-1.04873 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.0204222 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.0351869 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.149748 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),0.0193871 # DEPENDENCYPART_GRANDPAR
(16,21),(21,1),-0.333028 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-0.442501 # DEPENDENCYPART_GRANDPAR
(16,21),(21,5),-0.467859 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.194701 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.225527 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.201938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),-0.969954 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.0784663 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-1.21858 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.281567 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.00347048 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.105435 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),0.429736 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.185489 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-0.431175 # DEPENDENCYPART_GRANDPAR
(16,22),(22,5),-0.459096 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-0.363166 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.214201 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.2625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),-0.991884 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.0429688 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-1.24051 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.303497 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.187449 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.0594521 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),0.521115 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.158128 # DEPENDENCYPART_GRANDPAR
(16,23),(23,17),-0.808561 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-1.05718 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.119833 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.113646 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.0614577 # DEPENDENCYPART_GRANDPAR
(16,24),(24,2),-0.344728 # DEPENDENCYPART_GRANDPAR
(16,24),(24,3),-0.479598 # DEPENDENCYPART_GRANDPAR
(16,24),(24,5),-0.443867 # DEPENDENCYPART_GRANDPAR
(16,24),(24,6),-0.319748 # DEPENDENCYPART_GRANDPAR
(16,24),(24,9),-0.24901 # DEPENDENCYPART_GRANDPAR
(16,24),(24,10),-0.465773 # DEPENDENCYPART_GRANDPAR
(16,24),(24,11),-0.485544 # DEPENDENCYPART_GRANDPAR
(16,24),(24,12),-0.186289 # DEPENDENCYPART_GRANDPAR
(16,24),(24,13),-0.338573 # DEPENDENCYPART_GRANDPAR
(16,24),(24,14),-0.184912 # DEPENDENCYPART_GRANDPAR
(16,24),(24,15),-0.230153 # DEPENDENCYPART_GRANDPAR
(16,24),(24,16),-0.149445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,24),(24,17),-0.857457 # DEPENDENCYPART_GRANDPAR
(16,24),(24,18),0.209423 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),-1.10592 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),-0.169189 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),-0.188459 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.133248 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.238929 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.336289 # DEPENDENCYPART_GRANDPAR
(16,25),(25,1),-0.353178 # DEPENDENCYPART_GRANDPAR
(16,25),(25,2),-0.318976 # DEPENDENCYPART_GRANDPAR
(16,25),(25,4),-0.493668 # DEPENDENCYPART_GRANDPAR
(16,25),(25,5),-0.481634 # DEPENDENCYPART_GRANDPAR
(16,25),(25,9),-0.232098 # DEPENDENCYPART_GRANDPAR
(16,25),(25,10),-0.495429 # DEPENDENCYPART_GRANDPAR
(16,25),(25,15),-0.276694 # DEPENDENCYPART_GRANDPAR
(16,25),(25,16),-0.207821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,25),(25,17),-0.975722 # DEPENDENCYPART_GRANDPAR
(16,25),(25,18),-0.00869506 # DEPENDENCYPART_GRANDPAR
(16,25),(25,19),-1.22434 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),-0.287336 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),-0.225438 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.205549 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.359169 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.186809 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.517758 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.535492 # DEPENDENCYPART_GRANDPAR
(17,7),(7,20),-0.176805 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.345379 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.724986 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.574294 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.230876 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.659335 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.607613 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.193963 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.607613 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.388232 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.438644 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.467445 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.360332 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.174017 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.224034 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.375272 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.160487 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.427454 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.113288 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.671049 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.213612 # DEPENDENCYPART_GRANDPAR
(17,14),(14,24),-0.536354 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.806492 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.509861 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.586319 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.315201 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.27173 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.0485867 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.348073 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.0927806 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.627459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.221131 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.496587 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.0356796 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.0571473 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),0.0210825 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.177184 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-0.412801 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-0.185467 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.519686 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.851463 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.68635 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.393955 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.501181 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.571812 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.227543 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.339212 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.614367 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.569781 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.343256 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.436163 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.0766416 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.463524 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.190393 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.750812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.262644 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.619941 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.159033 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.15204 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.0735956 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.230251 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.488562 # DEPENDENCYPART_GRANDPAR
(17,16),(16,25),-0.27783 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.500543 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.427571 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),0.0742327 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.818353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,20),0.186109 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-1.045 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.67538 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.473732 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.969217 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.70323 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.698111 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.53973 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.431497 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.550386 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.461793 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),0.0366568 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.536232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.0750892 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.166161 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.597291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,19),-0.466085 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.00234088 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.107765 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.0285541 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.196645 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.53627 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.206552 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.324887 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.364238 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.0395888 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.300833 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.116263 # DEPENDENCYPART_GRANDPAR
(18,14),(14,19),-0.442491 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.30434 # DEPENDENCYPART_GRANDPAR
(18,14),(14,24),-0.355793 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.762172 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.612462 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.577714 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.409921 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.383856 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.214857 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.17294 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.147987 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.487 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.56741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.410762 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.362201 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.276933 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.169149 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.217313 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.324789 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-0.391031 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.491928 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.738189 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.72572 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.600668 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.568449 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.532075 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.502462 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.468052 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.535455 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.436808 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.367666 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.515527 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.172602 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.275821 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.134045 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.346169 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.579552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.481833 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.433271 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.312339 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.204348 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.241004 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.364852 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.424824 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.462586 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.337606 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.337253 # DEPENDENCYPART_GRANDPAR
