# _root_ Bu _ gerçeklik içinde bir nesne gibi _ bakabiliriz ona , öznel bir nesne , bir _ gerçeklik _ görünüşü var .
#goldHeads=2,3,4,8,6,7,8,9,11,8,0,14,14,19,0,17,18,19,20,21,22,0,
#predictedHeads=3,3,4,8,6,7,8,9,11,9,0,14,14,20,0,17,18,20,20,21,22,0,
(15,11),(11,8),-0.253492 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.0694971 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.213153 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.295231 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.428685 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.104884 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.315948 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.127208 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.0281857 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.364127 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.260791 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.4351 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.129049 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),0.209699 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.743441 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),0.0523386 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.303104 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),0.0854669 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.0514385 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.198094 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.204353 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.182421 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.190907 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.313699 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.556906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.397048 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.369808 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.529974 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.396457 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.05036 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.318951 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.243794 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.132578 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.16123 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.0575913 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),0.115217 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.569337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.447496 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.601842 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.187438 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.0258084 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-1.24819 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-0.710763 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.662225 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.303977 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.66178 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.23351 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.138997 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.322918 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.147032 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.0426172 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),0.0715191 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.338293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.220031 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.148582 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.185029 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.172552 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.55277 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-0.505556 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-0.503776 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.169187 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.536928 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.509304 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.101477 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.304494 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.117891 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.00982656 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),0.229524 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.537065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.420434 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.486623 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.58677 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.473015 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.450589 # DEPENDENCYPART_GRANDPAR
(15,21),(21,3),-0.541919 # DEPENDENCYPART_GRANDPAR
(15,21),(21,4),-0.493934 # DEPENDENCYPART_GRANDPAR
(15,21),(21,6),-0.492924 # DEPENDENCYPART_GRANDPAR
(15,21),(21,7),-0.135731 # DEPENDENCYPART_GRANDPAR
(15,21),(21,8),-0.489268 # DEPENDENCYPART_GRANDPAR
(15,21),(21,9),-0.471974 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-0.0839761 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.283833 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.0833475 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),0.0290685 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),0.240375 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.271608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),-0.157975 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.0670488 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.0545411 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.00381325 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.0545797 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.207286 # DEPENDENCYPART_GRANDPAR
(15,22),(22,2),-1.23875 # DEPENDENCYPART_GRANDPAR
(15,22),(22,5),-0.29691 # DEPENDENCYPART_GRANDPAR
(15,22),(22,7),-0.21541 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-0.594645 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-0.580079 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-0.35196 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-0.143025 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.0355496 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),0.104803 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.425071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),-0.276557 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),-0.242042 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.288055 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.235619 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.28796 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.225417 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.389125 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.54423 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.203799 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.311788 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.025523 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.062188 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.060218 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.130038 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.141503 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.224577 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.137422 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.146485 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.968282 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.494612 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.717541 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.194761 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.197435 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.397972 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.235529 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.0659794 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.351848 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.881808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.854594 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.0478178 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.282407 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.160914 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.321995 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.401195 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.506519 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.40776 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.3898 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.19547 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.127501 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.151757 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.2631 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.301258 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.16297 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.920569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.87768 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.217976 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.264857 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.476595 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.177832 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.00113689 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.328433 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.179305 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.379328 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.951811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.91815 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.286287 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.309969 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.164744 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.180431 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-0.522624 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.484152 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-1.06041 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-1.27092 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.530324 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.75687 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.715707 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.38461 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.170097 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.119577 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.471429 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.486047 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.192653 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.243927 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.585732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.0499835 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.239138 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-0.952721 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-1.16503 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.649171 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-0.631224 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.612001 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.530786 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.269743 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.0903157 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.0584459 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.404539 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.378347 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.112872 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.177037 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.896339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.813608 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.327819 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.0648437 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.149894 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),-0.33043 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.191551 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.398378 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.456247 # DEPENDENCYPART_GRANDPAR
(18,3),(3,16),-0.21378 # DEPENDENCYPART_GRANDPAR
(18,3),(3,21),-0.114174 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.19959 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.421617 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.984827 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.458563 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.487176 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.374057 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.562903 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.520894 # DEPENDENCYPART_GRANDPAR
(18,4),(4,13),-0.214015 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),-0.216095 # DEPENDENCYPART_GRANDPAR
(18,4),(4,21),-0.114819 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-1.27733 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.195002 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.405832 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-1.02779 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-1.18586 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.299811 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.559238 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),-0.211682 # DEPENDENCYPART_GRANDPAR
(18,6),(6,16),-0.213762 # DEPENDENCYPART_GRANDPAR
(18,6),(6,21),-0.114174 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.856995 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-1.01428 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.238606 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.196347 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.615692 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.614758 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.780596 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.221377 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),0.00362994 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.115537 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.587488 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.232081 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.0329143 # DEPENDENCYPART_GRANDPAR
(18,11),(11,19),-0.167896 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),-0.198322 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.297763 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.431568 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.181601 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.106811 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.268518 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.0834621 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.849518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,12),-0.259674 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.195002 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.405832 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.299811 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.413334 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.24725 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.468676 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.433647 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.181137 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.151289 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.139414 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.0552632 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.199653 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.213762 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.102183 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.856261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,21),-0.114174 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.615692 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.587488 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.232081 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.0513966 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.0289273 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.0231703 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.354995 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.200565 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.894963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.167896 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.198322 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.0454836 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.144028 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.142611 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.283991 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.233417 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.0543083 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.102391 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.0394438 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.0307817 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.127401 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.0415238 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.732908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.0256251 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-1.18977 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-1.35198 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-0.571374 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-0.381593 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-0.737401 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-0.59844 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.265097 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.160178 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.323495 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.208658 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.220009 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.0497065 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.210738 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.083071 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.832487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.0808553 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.058182 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-1.33974 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-1.5002 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),-0.721357 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.251815 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.371771 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.266799 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.369992 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.141344 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.268879 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.220816 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.618747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.110824 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.216378 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.372733 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.463532 # DEPENDENCYPART_GRANDPAR
(19,3),(3,16),-0.0298667 # DEPENDENCYPART_GRANDPAR
(19,3),(3,21),-0.519475 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.220191 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.387291 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.183214 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.449658 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.187723 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.658098 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.675736 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),-0.218008 # DEPENDENCYPART_GRANDPAR
(19,4),(4,13),-0.290772 # DEPENDENCYPART_GRANDPAR
(19,4),(4,16),-0.0159918 # DEPENDENCYPART_GRANDPAR
(19,4),(4,21),-0.520569 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.214341 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.362125 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.245729 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.730479 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.258603 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.68834 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),-0.304533 # DEPENDENCYPART_GRANDPAR
(19,6),(6,16),-0.029753 # DEPENDENCYPART_GRANDPAR
(19,6),(6,21),-0.519474 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.285036 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.77688 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.0937946 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.516763 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.520874 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.376892 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.815927 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.618264 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.1886 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.907906 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.365329 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.163889 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),-0.311103 # DEPENDENCYPART_GRANDPAR
(19,8),(8,17),-0.320211 # DEPENDENCYPART_GRANDPAR
(19,8),(8,18),-0.352472 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-0.467384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,20),-0.0257373 # DEPENDENCYPART_GRANDPAR
(19,8),(8,21),-0.398254 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-0.421095 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.316681 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.297392 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.75677 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.462417 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.100315 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.827103 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.447339 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.0915547 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.457436 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),0.0117754 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.109519 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),-0.477086 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),-0.0852017 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),-0.150872 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-0.644668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),-0.292742 # DEPENDENCYPART_GRANDPAR
(19,9),(9,21),-0.590216 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),-0.28774 # DEPENDENCYPART_GRANDPAR
