# _root_ Ormanda atını oradan oraya sürmüş ve kuleye varmış sonunda . Fakat sağa bakmış , sola bakmış , ne merdiven görmüş ne de yukarıya _ _ çıkılacak başka bir şey .
#goldHeads=5,5,5,5,6,8,8,10,8,13,13,13,14,16,16,17,20,19,20,30,29,21,24,25,26,29,29,29,18,0,
#predictedHeads=2,5,5,5,6,8,8,10,8,0,30,13,14,16,16,17,20,29,20,21,26,21,25,25,26,29,29,29,30,0,
(13,9),(9,4),-0.126195 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.132802 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.114523 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.843982 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),1.16443 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.189022 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.109071 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),1.28192 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.142013 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.0872711 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.186479 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.64453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,16),-0.402341 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.696111 # DEPENDENCYPART_GRANDPAR
(13,10),(10,24),-0.607832 # DEPENDENCYPART_GRANDPAR
(13,10),(10,25),-0.650802 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),0.884161 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.111903 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),1.00165 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0464542 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.152766 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.126377 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.149377 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.0787304 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.0422466 # DEPENDENCYPART_GRANDPAR
(13,12),(12,28),-0.650183 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),0.604993 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),0.0281995 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.057421 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.701641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.163246 # DEPENDENCYPART_GRANDPAR
(13,14),(14,29),-0.167772 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.440851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.0973699 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.0355115 # DEPENDENCYPART_GRANDPAR
(13,15),(15,28),-0.345202 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-0.260379 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-0.401975 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-0.37331 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-0.482178 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),0.393114 # DEPENDENCYPART_GRANDPAR
(13,20),(20,6),-0.055293 # DEPENDENCYPART_GRANDPAR
(13,20),(20,7),-0.454176 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),0.510603 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-0.227145 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),-0.0501886 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),0.00764814 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.188659 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.494879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),-0.114853 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.0142065 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.25269 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.0718707 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.0454519 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.209802 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.156945 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.136254 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.103139 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.170585 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.213554 # DEPENDENCYPART_GRANDPAR
(13,20),(20,29),-0.141117 # DEPENDENCYPART_GRANDPAR
(13,24),(24,9),-0.0254684 # DEPENDENCYPART_GRANDPAR
(13,24),(24,17),-0.136735 # DEPENDENCYPART_GRANDPAR
(13,24),(24,19),-0.399836 # DEPENDENCYPART_GRANDPAR
(13,24),(24,20),-0.629381 # DEPENDENCYPART_GRANDPAR
(13,24),(24,21),-0.0879425 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),0.077889 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.475519 # DEPENDENCYPART_GRANDPAR
(13,24),(24,27),-0.443146 # DEPENDENCYPART_GRANDPAR
(13,24),(24,29),-0.0993978 # DEPENDENCYPART_GRANDPAR
(13,25),(25,3),-0.0940265 # DEPENDENCYPART_GRANDPAR
(13,25),(25,4),-0.230598 # DEPENDENCYPART_GRANDPAR
(13,25),(25,6),0.142833 # DEPENDENCYPART_GRANDPAR
(13,25),(25,7),-0.179638 # DEPENDENCYPART_GRANDPAR
(13,25),(25,9),-0.0254684 # DEPENDENCYPART_GRANDPAR
(13,25),(25,10),0.103817 # DEPENDENCYPART_GRANDPAR
(13,25),(25,12),0.0858784 # DEPENDENCYPART_GRANDPAR
(13,25),(25,14),-0.179717 # DEPENDENCYPART_GRANDPAR
(13,25),(25,15),-0.20424 # DEPENDENCYPART_GRANDPAR
(13,25),(25,16),-0.335611 # DEPENDENCYPART_GRANDPAR
(13,25),(25,17),-0.136735 # DEPENDENCYPART_GRANDPAR
(13,25),(25,18),-0.0399565 # DEPENDENCYPART_GRANDPAR
(13,25),(25,19),-0.399836 # DEPENDENCYPART_GRANDPAR
(13,25),(25,20),-0.629381 # DEPENDENCYPART_GRANDPAR
(13,25),(25,21),-0.0879425 # DEPENDENCYPART_GRANDPAR
(13,25),(25,22),0.077889 # DEPENDENCYPART_GRANDPAR
(13,25),(25,23),-0.475519 # DEPENDENCYPART_GRANDPAR
(13,25),(25,24),-0.545938 # DEPENDENCYPART_GRANDPAR
(13,25),(25,27),-0.443146 # DEPENDENCYPART_GRANDPAR
(13,25),(25,29),-0.0993978 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.292625 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.35531 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.453747 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.51446 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.167274 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.277703 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.431677 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.00657269 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.129498 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.206016 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.0606431 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.232626 # DEPENDENCYPART_GRANDPAR
(14,8),(8,15),-0.285333 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.3117 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.152359 # DEPENDENCYPART_GRANDPAR
(14,8),(8,23),-0.240314 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.370979 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.7239 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.318625 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.158343 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.243449 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.227449 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.00985801 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.0685469 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.470048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,28),-0.515945 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.265838 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.328523 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.42696 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.487673 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.154116 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.26133 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.40489 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.101762 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.177612 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.0176767 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0322995 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0262483 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.454884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.285333 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.152359 # DEPENDENCYPART_GRANDPAR
(14,13),(13,24),-0.193777 # DEPENDENCYPART_GRANDPAR
(14,13),(13,25),-0.33591 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.039602 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.25143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,18),0.02139 # DEPENDENCYPART_GRANDPAR
(14,15),(15,28),-0.159629 # DEPENDENCYPART_GRANDPAR
(14,29),(29,10),-0.332327 # DEPENDENCYPART_GRANDPAR
(14,29),(29,12),-0.467939 # DEPENDENCYPART_GRANDPAR
(14,29),(29,14),-0.252252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,29),(29,15),0.0548566 # DEPENDENCYPART_GRANDPAR
(14,29),(29,17),-0.0360834 # DEPENDENCYPART_GRANDPAR
(14,29),(29,18),-0.0418019 # DEPENDENCYPART_GRANDPAR
(14,29),(29,19),0.155072 # DEPENDENCYPART_GRANDPAR
(14,29),(29,21),-0.196127 # DEPENDENCYPART_GRANDPAR
(14,29),(29,22),0.0422178 # DEPENDENCYPART_GRANDPAR
(14,29),(29,23),0.0998756 # DEPENDENCYPART_GRANDPAR
(14,29),(29,24),0.168578 # DEPENDENCYPART_GRANDPAR
(14,29),(29,25),0.0264453 # DEPENDENCYPART_GRANDPAR
(14,29),(29,26),-0.260605 # DEPENDENCYPART_GRANDPAR
(14,29),(29,27),-0.290127 # DEPENDENCYPART_GRANDPAR
(14,29),(29,28),-0.33717 # DEPENDENCYPART_GRANDPAR
(14,29),(29,30),-0.279695 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.688402 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.604892 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.666722 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.0549008 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.711239 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.139205 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),0.119172 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.895639 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.275327 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.489463 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.0365989 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.432935 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.230341 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.467532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,20),-0.41815 # DEPENDENCYPART_GRANDPAR
(15,13),(13,24),-0.283884 # DEPENDENCYPART_GRANDPAR
(15,13),(13,25),-0.472514 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.671996 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0471739 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.802413 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.352443 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.53286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,29),-0.372191 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.796774 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.412211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.364198 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.137154 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.128149 # DEPENDENCYPART_GRANDPAR
(15,28),(28,27),-0.317113 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.0460444 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.0591639 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.125921 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.275796 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.0964332 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.163191 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.203253 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.130251 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.0577921 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.129053 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.146671 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.149265 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),0.0272462 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.434874 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),0.37959 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.153901 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.0973079 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.253571 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),0.677869 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-0.653608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,1),-0.0174376 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.0856599 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.119006 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.115298 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.871953 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.513937 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.112802 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.148519 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.146952 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),0.54053 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.15706 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),0.0908616 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.0702928 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.141554 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.159172 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.161765 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),0.414626 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),0.0813974 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.262569 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.153901 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.0973079 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),0.179133 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.253571 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.677869 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.0328666 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.653608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,20),-0.474064 # DEPENDENCYPART_GRANDPAR
(16,8),(8,23),-0.401047 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.0276252 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.0948082 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.126336 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.134743 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),0.107745 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.215824 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.610561 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),1.04667 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.163965 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.210372 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),1.0485 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.0728482 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),0.0810272 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.371994 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.617856 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.70085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,20),-0.521305 # DEPENDENCYPART_GRANDPAR
(16,10),(10,24),-0.416444 # DEPENDENCYPART_GRANDPAR
(16,10),(10,25),-0.453743 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),0.7664 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.213204 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),0.768228 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.0227102 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.0710483 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.311892 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.0676596 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.0724865 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.175956 # DEPENDENCYPART_GRANDPAR
(16,12),(12,28),-0.496744 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.0397924 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.111054 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.128672 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.131265 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),0.423026 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),0.0899438 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.232069 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),0.424854 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.122136 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.0660088 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.0958243 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.0507667 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.161048 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.0335719 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.474064 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-0.369903 # DEPENDENCYPART_GRANDPAR
(16,13),(13,25),-0.407201 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),1.04072 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.114537 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.0761194 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),1.31069 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.150158 # DEPENDENCYPART_GRANDPAR
(16,14),(14,29),-0.325296 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.829736 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.412055 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.126277 # DEPENDENCYPART_GRANDPAR
(16,15),(15,28),-0.496744 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),0.369745 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),0.371572 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),0.0219556 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),0.669849 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),0.201713 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),0.0435021 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.757961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.0291309 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),0.148918 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),0.11162 # DEPENDENCYPART_GRANDPAR
(16,17),(17,29),-0.133544 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),0.608765 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.0815131 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.53634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.190832 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.000306089 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.107242 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.497171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.210639 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.0132642 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.0313774 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.14214 # DEPENDENCYPART_GRANDPAR
(16,19),(19,28),-0.178698 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-0.365719 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-0.434461 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-0.458787 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-0.490726 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),0.275354 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-0.0803501 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-0.555477 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),0.277182 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-0.29631 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.131906 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),0.00140423 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.374174 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),0.57546 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),0.187045 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.0877362 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.551199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.228122 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.0944774 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.211083 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.106195 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.104759 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.0980976 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),0.0208033 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.016495 # DEPENDENCYPART_GRANDPAR
(16,20),(20,29),-0.106888 # DEPENDENCYPART_GRANDPAR
(16,25),(25,3),-0.179504 # DEPENDENCYPART_GRANDPAR
(16,25),(25,4),-0.239146 # DEPENDENCYPART_GRANDPAR
(16,25),(25,6),0.117776 # DEPENDENCYPART_GRANDPAR
(16,25),(25,7),-0.280939 # DEPENDENCYPART_GRANDPAR
(16,25),(25,9),-0.0946329 # DEPENDENCYPART_GRANDPAR
(16,25),(25,10),0.0221 # DEPENDENCYPART_GRANDPAR
(16,25),(25,12),-0.0996365 # DEPENDENCYPART_GRANDPAR
(16,25),(25,14),0.344928 # DEPENDENCYPART_GRANDPAR
(16,25),(25,15),0.186802 # DEPENDENCYPART_GRANDPAR
(16,25),(25,16),-0.634119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,25),(25,17),-0.292986 # DEPENDENCYPART_GRANDPAR
(16,25),(25,18),0.00906899 # DEPENDENCYPART_GRANDPAR
(16,25),(25,19),-0.401116 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),-0.454576 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),-0.0371923 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),0.109384 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.470477 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.35455 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.295693 # DEPENDENCYPART_GRANDPAR
(16,25),(25,29),-0.0651694 # DEPENDENCYPART_GRANDPAR
(16,29),(29,10),-0.0894414 # DEPENDENCYPART_GRANDPAR
(16,29),(29,12),-0.396457 # DEPENDENCYPART_GRANDPAR
(16,29),(29,14),0.226163 # DEPENDENCYPART_GRANDPAR
(16,29),(29,15),-0.110019 # DEPENDENCYPART_GRANDPAR
(16,29),(29,17),-0.210754 # DEPENDENCYPART_GRANDPAR
(16,29),(29,18),-0.0194557 # DEPENDENCYPART_GRANDPAR
(16,29),(29,19),-0.129062 # DEPENDENCYPART_GRANDPAR
(16,29),(29,21),-0.0657169 # DEPENDENCYPART_GRANDPAR
(16,29),(29,22),0.243558 # DEPENDENCYPART_GRANDPAR
(16,29),(29,23),-0.198423 # DEPENDENCYPART_GRANDPAR
(16,29),(29,24),-0.122271 # DEPENDENCYPART_GRANDPAR
(16,29),(29,25),-0.159569 # DEPENDENCYPART_GRANDPAR
(16,29),(29,26),0.11431 # DEPENDENCYPART_GRANDPAR
(16,29),(29,27),-0.17876 # DEPENDENCYPART_GRANDPAR
(16,29),(29,28),-0.423806 # DEPENDENCYPART_GRANDPAR
(16,29),(29,30),-0.182714 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.406527 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.374484 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.434003 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.498726 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.6089 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.429068 # DEPENDENCYPART_GRANDPAR
