# _root_ On_altı yaşında av tezkeresi _ _ alabilen _ gençler , tüm yıl boyunca _ _ avlanabiliyor , askere gitmiyor ve vergi vermiyorlar .
#goldHeads=2,6,4,6,6,7,9,9,16,0,12,13,16,15,16,17,19,19,20,22,22,23,0,
#predictedHeads=2,22,4,6,6,7,9,9,16,0,12,13,16,15,16,17,19,19,20,22,22,23,0,
(16,15),(15,12),0.295169 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.0878281 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.393109 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),0.201239 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),0.418586 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.0222583 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),0.158275 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),0.46875 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.0480469 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.216126 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.231939 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.12413 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),0.0732348 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.00195325 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.177694 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),0.16792 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.669417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.437306 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.575088 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.166403 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),1.0661 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),0.00467724 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),0.227768 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.162286 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.336148 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),0.131755 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.40941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.0323037 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.0718136 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.196092 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.184936 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),0.562822 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-0.0386089 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.338433 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.219031 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-0.333964 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.376165 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.259215 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.347366 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.246608 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.176886 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.0581612 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.0420798 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.312454 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),0.0700088 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.463474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.0147846 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.26466 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.132694 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.164631 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),0.441829 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.0711398 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.321336 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),0.0914893 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.467602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,18),0.185596 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.090171 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.2172 # DEPENDENCYPART_GRANDPAR
(16,21),(21,7),0.227768 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.162286 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),0.131755 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.409411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.0323028 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.321848 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.0319798 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.0749342 # DEPENDENCYPART_GRANDPAR
(16,22),(22,2),-0.0386089 # DEPENDENCYPART_GRANDPAR
(16,22),(22,3),-0.338433 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-0.219031 # DEPENDENCYPART_GRANDPAR
(16,22),(22,5),-0.333964 # DEPENDENCYPART_GRANDPAR
(16,22),(22,6),-0.376165 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-0.259215 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-0.347366 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-0.246608 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-0.176886 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-0.0581612 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-0.0420798 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.312454 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),0.0700088 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.463474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),0.0147846 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.26466 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.0860427 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.0817397 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.00434939 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.13941 # DEPENDENCYPART_GRANDPAR
(16,23),(23,6),-0.422706 # DEPENDENCYPART_GRANDPAR
(16,23),(23,7),0.184445 # DEPENDENCYPART_GRANDPAR
(16,23),(23,9),-0.330497 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.294884 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),0.0234678 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.52185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),-0.0506694 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.146238 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.144419 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.0299734 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.114073 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),0.346589 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.214828 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.441074 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.491722 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.490721 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.454423 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.496706 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.565927 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.692775 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.656477 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.514911 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.927956 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.265196 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.514187 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.00507232 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.294109 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.0915636 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-0.422292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,19),-0.248071 # DEPENDENCYPART_GRANDPAR
(17,10),(10,22),-0.225625 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.0823578 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.464238 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.512431 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.581857 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.185097 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.0746863 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.210937 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.153029 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.218388 # DEPENDENCYPART_GRANDPAR
(17,12),(12,18),-0.339846 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),-0.192141 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.240134 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.00741224 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.306572 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.398474 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.909841 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.619473 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.186188 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.539862 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.682756 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.0967579 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.0725879 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.406989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.296144 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.195906 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.490066 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.742544 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.79322 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.930184 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.893886 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.820484 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.953615 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.48402 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.316975 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.552016 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.49245 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.0465435 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.573093 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.391825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.181837 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.237861 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.156696 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.215414 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.34929 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.0533608 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.305592 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.356268 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.556461 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.520163 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.407349 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.581617 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.0470688 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.0357593 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.219811 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.0712952 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.373482 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.162684 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.233738 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.395085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.225534 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.234092 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.220529 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.200394 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.211645 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.34576 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.821625 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.498964 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.731452 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.155115 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.0162934 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.19163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.0733484 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.058475 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.0486973 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.0957952 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-0.455066 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-0.685414 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.73609 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.962102 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.925804 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-1.02462 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.426891 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.395147 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.455937 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.480744 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),0.0370037 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.614424 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.171903 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.0358016 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.159358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.0674267 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.0766782 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.187694 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.122077 # DEPENDENCYPART_GRANDPAR
(17,21),(21,7),-0.821625 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-0.498964 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.155115 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.0162934 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.191631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.0898025 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.056782 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.0617273 # DEPENDENCYPART_GRANDPAR
(17,22),(22,2),-0.455066 # DEPENDENCYPART_GRANDPAR
(17,22),(22,3),-0.685414 # DEPENDENCYPART_GRANDPAR
(17,22),(22,4),-0.73609 # DEPENDENCYPART_GRANDPAR
(17,22),(22,5),-0.962102 # DEPENDENCYPART_GRANDPAR
(17,22),(22,6),-0.925804 # DEPENDENCYPART_GRANDPAR
(17,22),(22,8),-1.02462 # DEPENDENCYPART_GRANDPAR
(17,22),(22,9),-0.426891 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-0.395147 # DEPENDENCYPART_GRANDPAR
(17,22),(22,11),-0.455937 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-0.480744 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),0.0370037 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.614424 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.171903 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.0358016 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.159358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.0674267 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.0576449 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.143351 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.0925674 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.00030916 # DEPENDENCYPART_GRANDPAR
(17,23),(23,6),-0.997629 # DEPENDENCYPART_GRANDPAR
(17,23),(23,7),-0.817618 # DEPENDENCYPART_GRANDPAR
(17,23),(23,9),-0.507914 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-0.692727 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),-0.243728 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.110346 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.278413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),-0.0976095 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),-0.0674276 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.148173 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.0724688 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.0449809 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.559941 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.562727 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.470762 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.0435717 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.182569 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.302419 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.16052 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.295025 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.0946135 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.150627 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.270582 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.13375 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.19644 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.240383 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.401861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,22),-0.520635 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.523123 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.535638 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.443674 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.128742 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.267739 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.144662 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.115381 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.249077 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.0911581 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.162973 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.193088 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.121015 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.174026 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.204713 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.375232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.474158 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.389009 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.565237 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.18399 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.551671 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.563693 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.471729 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.202849 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.341846 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.154191 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.193544 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.277132 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.255591 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.184499 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.241333 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.147837 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.096609 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.0558051 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.180256 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.498586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.549919 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.402487 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.512363 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.640999 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.276353 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),0.0925738 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.159811 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.106917 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),0.110826 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.0390993 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.13887 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.159607 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.39721 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.563914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.591843 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.57769 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.682922 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.350584 # DEPENDENCYPART_GRANDPAR
(18,19),(19,2),-0.89046 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-0.890917 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-0.801033 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-0.517207 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-0.656204 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-0.524429 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-0.606437 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.382481 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.336959 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.582259 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.299371 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.328574 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.370164 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.839335 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.179869 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.358943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.155372 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.172107 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.422518 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.645606 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.39425 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.397582 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.864518 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.442982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.452387 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.000437993 # DEPENDENCYPART_GRANDPAR
(18,21),(21,7),-0.375905 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.329643 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.328449 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.794733 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.157618 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.287689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),-0.393701 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.385873 # DEPENDENCYPART_GRANDPAR
(18,22),(22,2),-0.89046 # DEPENDENCYPART_GRANDPAR
(18,22),(22,3),-0.890917 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),-0.801033 # DEPENDENCYPART_GRANDPAR
(18,22),(22,5),-0.517207 # DEPENDENCYPART_GRANDPAR
(18,22),(22,6),-0.656204 # DEPENDENCYPART_GRANDPAR
(18,22),(22,8),-0.524429 # DEPENDENCYPART_GRANDPAR
(18,22),(22,9),-0.606437 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-0.382481 # DEPENDENCYPART_GRANDPAR
(18,22),(22,11),-0.336959 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-0.582259 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-0.299371 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-0.328574 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.370164 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.839335 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.179869 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.358943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),-0.407299 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.287712 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.372718 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.122799 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),0.0986505 # DEPENDENCYPART_GRANDPAR
