# _root_ Uykusunu bir _ türlü _ _ alamayan eşeğin gönlünü _ almak için _ çeşitli _ komiklikler yapar , ona şeker verir , sağrısını sıvazlarmış .
#goldHeads=6,4,4,6,6,7,8,9,10,11,12,17,14,16,16,17,18,21,21,21,22,24,24,25,0,
#predictedHeads=17,4,4,6,6,7,8,9,10,11,12,17,14,15,16,17,18,21,21,21,22,24,24,25,0,
(16,15),(15,9),-0.132111 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.0230508 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.0989128 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.128629 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.347658 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.0969315 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.195733 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.221394 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.381276 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.346691 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.42101 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.268673 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.318385 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.165256 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.218752 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.143959 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.692584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.182277 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.41711 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.363671 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),0.339481 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),0.392476 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),0.100367 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),0.027842 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.106238 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-0.290729 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.269865 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.162791 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.11015 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.528612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.00604151 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.0889641 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.262367 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.168502 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),0.269646 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.0206129 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.0953924 # DEPENDENCYPART_GRANDPAR
(16,21),(21,1),-0.768092 # DEPENDENCYPART_GRANDPAR
(16,21),(21,5),-0.551542 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-0.341356 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-0.545517 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-0.444245 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-0.38109 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.204068 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.262041 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.102653 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.171153 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.081356 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.599352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),-0.0198286 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.124771 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.225679 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.152278 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),0.232108 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),0.00641511 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.123537 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.0709313 # DEPENDENCYPART_GRANDPAR
(16,24),(24,5),-0.551542 # DEPENDENCYPART_GRANDPAR
(16,24),(24,6),-0.341356 # DEPENDENCYPART_GRANDPAR
(16,24),(24,8),-0.544795 # DEPENDENCYPART_GRANDPAR
(16,24),(24,9),-0.443523 # DEPENDENCYPART_GRANDPAR
(16,24),(24,11),-0.203346 # DEPENDENCYPART_GRANDPAR
(16,24),(24,12),-0.262041 # DEPENDENCYPART_GRANDPAR
(16,24),(24,13),-0.101931 # DEPENDENCYPART_GRANDPAR
(16,24),(24,14),-0.171153 # DEPENDENCYPART_GRANDPAR
(16,24),(24,15),-0.0806338 # DEPENDENCYPART_GRANDPAR
(16,24),(24,16),-0.599838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,24),(24,17),-0.019606 # DEPENDENCYPART_GRANDPAR
(16,24),(24,18),0.124816 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),-0.227089 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),-0.152763 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),0.0667075 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),0.116425 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.166891 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.0631924 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.32346 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),0.0712192 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),0.311557 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),0.382292 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.169705 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),0.353392 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.0361677 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.313925 # DEPENDENCYPART_GRANDPAR
(17,4),(4,23),-0.673677 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),0.371769 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.257035 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.1647 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),0.0472782 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-0.516508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,1),0.371769 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.257035 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.1647 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),0.0472782 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),0.0174003 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-0.516508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,3),-0.466282 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),0.184694 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.11385 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.0910005 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),0.383895 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),0.184694 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.11385 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.0910005 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),0.383895 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),0.339967 # DEPENDENCYPART_GRANDPAR
(17,9),(9,24),-0.774432 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),0.371769 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.257035 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.1647 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),0.0472782 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),0.0174003 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),0.0402493 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),0.17744 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),0.369653 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),0.22742 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.0375926 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.527813 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.344689 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.32282 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-0.516508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,21),-0.246508 # DEPENDENCYPART_GRANDPAR
(17,10),(10,24),-0.674175 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),0.356016 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.446818 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),0.186406 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),0.385607 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),0.353901 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),0.211667 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),0.126336 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),0.327804 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),0.185571 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.0196902 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.315973 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.231908 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.0487831 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.0817127 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),0.273699 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),0.237943 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),0.20802 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.355676 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.275498 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.0118147 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.220198 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.180572 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.362788 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.0223544 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),0.000494635 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),0.307789 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),0.165555 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),0.202778 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),0.294834 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.288062 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.0566346 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.134902 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.467282 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.704836 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-0.678139 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),0.273699 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),0.380177 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),0.237943 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),0.20802 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.355676 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.275498 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.10666 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.0707641 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.476817 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-0.608239 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.11187 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.466282 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),0.184694 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),0.383895 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),0.339967 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),0.197733 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),0.111283 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),0.326704 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.213207 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.0468594 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.180964 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.136265 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.0489674 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.523536 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.751353 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.346766 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.774432 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.34478 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),0.213113 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.142497 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),0.164471 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),0.0711894 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.318743 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),0.0162386 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.135619 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.121404 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.783129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,20),-0.431461 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.330006 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.204956 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.410891 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.0860943 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.1945 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),-0.120555 # DEPENDENCYPART_GRANDPAR
(17,20),(20,7),0.188514 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),0.0205172 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.00836115 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.293709 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.271786 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.526076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.104592 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.388805 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.157485 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.28375 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.392101 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.579012 # DEPENDENCYPART_GRANDPAR
(17,21),(21,1),0.0262929 # DEPENDENCYPART_GRANDPAR
(17,21),(21,5),-0.464826 # DEPENDENCYPART_GRANDPAR
(17,21),(21,6),-0.441977 # DEPENDENCYPART_GRANDPAR
(17,21),(21,8),0.0241772 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-0.118056 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-0.239694 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),0.0328718 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),0.0184469 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.453861 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.0408908 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.270737 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.253003 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.581816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),-0.12353 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.368978 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.614779 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.0537868 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.413842 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.704663 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.345233 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.121404 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.783129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),-0.160991 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.473361 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.797665 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.509841 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.410891 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.0860943 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.1945 # DEPENDENCYPART_GRANDPAR
(17,23),(23,7),0.188514 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-0.00836115 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.271786 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.526076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),-0.104519 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),-0.388805 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.558613 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.255409 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.0213993 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.19091 # DEPENDENCYPART_GRANDPAR
(17,24),(24,5),-0.464826 # DEPENDENCYPART_GRANDPAR
(17,24),(24,6),-0.441977 # DEPENDENCYPART_GRANDPAR
(17,24),(24,8),0.0248994 # DEPENDENCYPART_GRANDPAR
(17,24),(24,9),-0.117334 # DEPENDENCYPART_GRANDPAR
(17,24),(24,11),0.033594 # DEPENDENCYPART_GRANDPAR
(17,24),(24,12),0.0184469 # DEPENDENCYPART_GRANDPAR
(17,24),(24,13),-0.453139 # DEPENDENCYPART_GRANDPAR
(17,24),(24,14),-0.0408908 # DEPENDENCYPART_GRANDPAR
(17,24),(24,15),-0.270014 # DEPENDENCYPART_GRANDPAR
(17,24),(24,16),-0.252281 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-0.580552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,24),(24,18),-0.122444 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),-0.369347 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),-0.613712 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.309889 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),0.00347411 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.585657 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.336206 # DEPENDENCYPART_GRANDPAR
(17,25),(25,2),-0.39709 # DEPENDENCYPART_GRANDPAR
(17,25),(25,5),-0.512796 # DEPENDENCYPART_GRANDPAR
(17,25),(25,6),-0.489947 # DEPENDENCYPART_GRANDPAR
(17,25),(25,10),-0.287663 # DEPENDENCYPART_GRANDPAR
(17,25),(25,12),0.00268092 # DEPENDENCYPART_GRANDPAR
(17,25),(25,13),-0.436298 # DEPENDENCYPART_GRANDPAR
(17,25),(25,14),-0.0524122 # DEPENDENCYPART_GRANDPAR
(17,25),(25,16),-0.236139 # DEPENDENCYPART_GRANDPAR
(17,25),(25,17),-0.63266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,25),(25,18),-0.188424 # DEPENDENCYPART_GRANDPAR
(17,25),(25,19),-0.502779 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),-0.733438 # DEPENDENCYPART_GRANDPAR
(17,25),(25,21),-0.35687 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),-0.0625054 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.703786 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.796562 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.59986 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.713644 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-1.5138 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-1.07475 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-1.05801 # DEPENDENCYPART_GRANDPAR
(18,6),(6,17),-0.10666 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.394084 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.416422 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-1.17813 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.912971 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.671991 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.623545 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.59986 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.713644 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-1.5138 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-1.07475 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-1.05801 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-1.00957 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-1.19016 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.578992 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.642655 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.617642 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.872441 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.724252 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.514042 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),-0.10666 # DEPENDENCYPART_GRANDPAR
(18,10),(10,21),-0.380735 # DEPENDENCYPART_GRANDPAR
(18,10),(10,24),-0.265309 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.290564 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-1.13947 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.778233 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.870583 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.269696 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.333359 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.2109 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.324092 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.387755 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.426354 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.230858 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.435017 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.286828 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.161083 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-1.26649 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.778108 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.582783 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.637352 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.236472 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.647008 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.574785 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.361227 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-1.1804 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.670648 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.622202 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.378327 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.44199 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.261157 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.286972 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),0.0930331 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.263866 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.300515 # DEPENDENCYPART_GRANDPAR
(18,14),(14,19),-0.48522 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.437572 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.414374 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-1.26649 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.714445 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.778108 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.582783 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.637352 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.236472 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.640697 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.724567 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.488749 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.245801 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.349109 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-1.14682 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.7756 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.867951 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.277494 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.341157 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.20906 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.194771 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),0.0856131 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.230288 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.326021 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.0820992 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.639722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.579333 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.532446 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.357458 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.242032 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.135529 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.28318 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-1.07601 # DEPENDENCYPART_GRANDPAR
