# _root_ Ancak özellikle evrenbilim ve parçacık fiziğinde bugün bu ilke ne yazık ki _ çiğnenmiş , bu iki bilim dalı metafizik öğelerle , hayaletlerle dolmuştur .
#goldHeads=15,14,4,6,6,13,14,9,14,11,12,14,14,15,24,19,19,19,24,21,22,23,24,25,0,
#predictedHeads=25,3,4,5,6,14,14,9,10,11,14,11,14,15,24,19,18,19,24,21,24,0,24,25,0,
(14,1),(1,3),-0.0953479 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.00810854 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.0374945 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.0992141 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.211479 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),0.0657553 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),0.0548532 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),0.0775197 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),0.275779 # DEPENDENCYPART_GRANDPAR
(14,3),(3,16),0.142495 # DEPENDENCYPART_GRANDPAR
(14,3),(3,24),-0.650304 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),0.0622862 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),0.00163442 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.186427 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.0705015 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),0.149578 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.0595464 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.261576 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),0.0548532 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.0992141 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),0.149578 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.0595464 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.195105 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),0.0812071 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),0.0548532 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.0775197 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.00189777 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),0.132523 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),0.0523777 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),0.178051 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.373871 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.052509 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.0751615 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.00836958 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.273436 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),0.142474 # DEPENDENCYPART_GRANDPAR
(14,7),(7,24),-0.650325 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.292535 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.116909 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.0992141 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),0.149578 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),0.0595464 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),0.195105 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),0.390925 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.171562 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.138679 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.00189777 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.147331 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.275779 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.990647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,16),0.142495 # DEPENDENCYPART_GRANDPAR
(14,9),(9,24),-0.650304 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),0.0203794 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),0.176352 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),0.0263492 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),0.221879 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),0.4177 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),0.250825 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.233643 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.0462703 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.200213 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),0.00815669 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),0.368674 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),0.193048 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.184617 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.0693382 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.148923 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),0.183243 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),0.22877 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),0.424591 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),0.306868 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),0.0134534 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.240535 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.0509132 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.0382022 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.016586 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.890389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,18),0.210891 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.0326155 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),0.265225 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),0.390441 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),0.208864 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),0.281867 # DEPENDENCYPART_GRANDPAR
(14,13),(13,24),-0.550047 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.133976 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.0621015 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),0.0851335 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.90014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.0632686 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.331292 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.139499 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.0209326 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.284016 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),0.403799 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),0.295225 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.133976 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.0621014 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.0195652 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),0.0851338 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.90011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.0632386 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.331324 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.139528 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.113787 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.316452 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),0.436235 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),0.298994 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),0.327661 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.90011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),-0.0632386 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.331324 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.139528 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.113787 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.129349 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.416532 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),0.287868 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),0.307958 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.459766 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.0195652 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.90011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),-0.0632386 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.331324 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.139528 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.113787 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.129349 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.168492 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),0.291659 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),0.314483 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.455975 # DEPENDENCYPART_GRANDPAR
(14,22),(22,1),-0.10721 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-0.0259581 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),0.0222318 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),0.121298 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-1.16012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),-0.11934 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),0.18873 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.12658 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.369565 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.0717252 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),0.0534908 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),0.300586 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),0.0472997 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.138305 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),0.139528 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),0.113787 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),-0.129349 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),0.168492 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),0.293707 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),0.0399287 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.140091 # DEPENDENCYPART_GRANDPAR
(14,24),(24,1),-0.133222 # DEPENDENCYPART_GRANDPAR
(14,24),(24,2),-0.288271 # DEPENDENCYPART_GRANDPAR
(14,24),(24,3),-0.157576 # DEPENDENCYPART_GRANDPAR
(14,24),(24,4),-0.162433 # DEPENDENCYPART_GRANDPAR
(14,24),(24,5),-0.112049 # DEPENDENCYPART_GRANDPAR
(14,24),(24,6),0.0837715 # DEPENDENCYPART_GRANDPAR
(14,24),(24,7),-0.077969 # DEPENDENCYPART_GRANDPAR
(14,24),(24,9),-0.100285 # DEPENDENCYPART_GRANDPAR
(14,24),(24,10),-0.0645216 # DEPENDENCYPART_GRANDPAR
(14,24),(24,12),0.0212142 # DEPENDENCYPART_GRANDPAR
(14,24),(24,13),0.0233872 # DEPENDENCYPART_GRANDPAR
(14,24),(24,14),-0.954174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,24),(24,15),-0.0807577 # DEPENDENCYPART_GRANDPAR
(14,24),(24,16),0.262427 # DEPENDENCYPART_GRANDPAR
(14,24),(24,17),0.142094 # DEPENDENCYPART_GRANDPAR
(14,24),(24,18),0.0555943 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),-0.186542 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),0.111298 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),0.236514 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),0.0224096 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),0.127941 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.282392 # DEPENDENCYPART_GRANDPAR
(14,25),(25,1),-0.176798 # DEPENDENCYPART_GRANDPAR
(14,25),(25,2),-0.325762 # DEPENDENCYPART_GRANDPAR
(14,25),(25,5),-0.0951799 # DEPENDENCYPART_GRANDPAR
(14,25),(25,7),-0.0709329 # DEPENDENCYPART_GRANDPAR
(14,25),(25,9),-0.0834155 # DEPENDENCYPART_GRANDPAR
(14,25),(25,10),-0.126593 # DEPENDENCYPART_GRANDPAR
(14,25),(25,11),-0.0930909 # DEPENDENCYPART_GRANDPAR
(14,25),(25,12),-0.0472131 # DEPENDENCYPART_GRANDPAR
(14,25),(25,13),-0.0231538 # DEPENDENCYPART_GRANDPAR
(14,25),(25,14),-1.01255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,25),(25,15),-0.146212 # DEPENDENCYPART_GRANDPAR
(14,25),(25,18),-0.0621695 # DEPENDENCYPART_GRANDPAR
(14,25),(25,19),-0.304964 # DEPENDENCYPART_GRANDPAR
(14,25),(25,20),-0.00712358 # DEPENDENCYPART_GRANDPAR
(14,25),(25,21),0.118092 # DEPENDENCYPART_GRANDPAR
(14,25),(25,22),-0.0430444 # DEPENDENCYPART_GRANDPAR
(14,25),(25,23),0.00951869 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),-0.672208 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.388372 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.216755 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.104305 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.247286 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.480665 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.323693 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.359134 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.274897 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.0980351 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.559804 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.233931 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),0.0413934 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),0.0770219 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.143414 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.141974 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.11446 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.567337 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.250356 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.303767 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),0.0722331 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.148232 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.148831 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),0.182929 # DEPENDENCYPART_GRANDPAR
(15,7),(7,16),-0.290592 # DEPENDENCYPART_GRANDPAR
(15,7),(7,24),-0.364891 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.337469 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.0499645 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.274897 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.0980351 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.559804 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.233931 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.287342 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.0140295 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.0679886 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.141974 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.0809707 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.187717 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.313222 # DEPENDENCYPART_GRANDPAR
(15,9),(9,16),-0.290592 # DEPENDENCYPART_GRANDPAR
(15,9),(9,24),-0.364891 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.192492 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.214581 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.780176 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.350478 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.403888 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.0988816 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.330932 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.195196 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.175818 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.826616 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.532415 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.244911 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.459459 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.303701 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.528389 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.399534 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.53543 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.58884 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.263354 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.373869 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.515884 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.558078 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.0823516 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.463267 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.058365 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.209228 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.293585 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.311805 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.395191 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.131072 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.502348 # DEPENDENCYPART_GRANDPAR
(15,13),(13,24),-0.388168 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),0.0030876 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.139856 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),0.0374179 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.541601 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.0984783 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.151889 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),0.159132 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.0567395 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.0789325 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.193668 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.227499 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.13897 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.21638 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.252926 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.337282 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.355503 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.438888 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.134332 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.546046 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-0.384399 # DEPENDENCYPART_GRANDPAR
(15,14),(14,25),-0.444811 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.303496 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.112413 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.172473 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),0.0418562 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.246917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.0899235 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.021092 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.0984685 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.115737 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.198302 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.305459 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.303496 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.112413 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.343156 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.172473 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),0.0418563 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.246915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.0899262 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.0210903 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.0620684 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.109363 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.191928 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.355832 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.299085 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),0.0418563 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.246915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.0899262 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.0210903 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.0620684 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.021943 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.196772 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.355842 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.30393 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.0769599 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.343156 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),0.0418563 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.246915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),0.0899262 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.0210903 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.0620684 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.021943 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.0401628 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),0.355843 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.301677 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.0769593 # DEPENDENCYPART_GRANDPAR
(15,22),(22,1),-0.310375 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-0.105121 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-0.331343 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.199395 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),0.00836854 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.374917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),-0.175433 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.277714 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.361554 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.379775 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.46316 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.384351 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),0.051638 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.181687 # DEPENDENCYPART_GRANDPAR
(15,23),(23,17),-0.0210903 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),0.0620684 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),-0.021943 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.0401628 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.123548 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),0.0691223 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.141811 # DEPENDENCYPART_GRANDPAR
(15,24),(24,1),-0.272652 # DEPENDENCYPART_GRANDPAR
(15,24),(24,2),-0.480132 # DEPENDENCYPART_GRANDPAR
(15,24),(24,3),-0.342404 # DEPENDENCYPART_GRANDPAR
(15,24),(24,4),-0.838808 # DEPENDENCYPART_GRANDPAR
(15,24),(24,5),-0.4783 # DEPENDENCYPART_GRANDPAR
(15,24),(24,6),-0.531711 # DEPENDENCYPART_GRANDPAR
(15,24),(24,7),-0.265864 # DEPENDENCYPART_GRANDPAR
(15,24),(24,9),-0.458754 # DEPENDENCYPART_GRANDPAR
(15,24),(24,10),-0.332417 # DEPENDENCYPART_GRANDPAR
(15,24),(24,12),-0.288427 # DEPENDENCYPART_GRANDPAR
(15,24),(24,13),-0.189261 # DEPENDENCYPART_GRANDPAR
(15,24),(24,14),0.0223481 # DEPENDENCYPART_GRANDPAR
(15,24),(24,15),-0.214643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,24),(24,16),-0.00829533 # DEPENDENCYPART_GRANDPAR
(15,24),(24,17),-0.0260348 # DEPENDENCYPART_GRANDPAR
(15,24),(24,18),0.0385734 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),-0.0443219 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.0625422 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.145927 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),0.101394 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.253085 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.102672 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.446961 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.355732 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.432781 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.210068 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.290229 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.443484 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.33289 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.332595 # DEPENDENCYPART_GRANDPAR
