# _root_ Bu , dedikodu _ _ denen haz dünyasından ırak _ yaşayan bir püriten olsun , _ gidip zaman_zaman ona içimizi_dökelim .
#goldHeads=14,0,4,5,6,8,8,9,10,11,13,13,14,15,20,17,20,20,20,21,0,
#predictedHeads=14,0,5,5,6,7,8,10,10,11,13,13,14,15,20,17,20,20,20,21,0,
(15,10),(10,13),-0.485815 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.0503962 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.508734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.216066 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.270099 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.359445 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.270884 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.430962 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.356268 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.537458 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.348861 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.342467 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.306257 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.0477766 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),0.348298 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.143147 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.454561 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.547343 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.265964 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.259571 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.169158 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.00644394 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.233624 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0285299 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.305071 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.527158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.185169 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.517449 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.247606 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),0.409588 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.275342 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.341947 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.572525 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.582655 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.478269 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.15335 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.147046 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.0996979 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.081013 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.159344 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.134442 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.0420838 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.515177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.203873 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.290736 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.405227 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.269031 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.430616 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.466636 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.459696 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.534242 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.352055 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.271202 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),0.00976869 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.507316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.345576 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.459928 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.288582 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.333657 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.371043 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.531433 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.524494 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.336 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.304491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.201646 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.149947 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.885822 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.50725 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.563383 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.384846 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.429206 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),0.0337001 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.308542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.175018 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.173882 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.0825692 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),0.0991977 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-0.633322 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.966579 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.510333 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.503394 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.463911 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.464937 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.520043 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.337081 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.314899 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),0.0135378 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.276267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.0487962 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.102543 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.107005 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.021765 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.085294 # DEPENDENCYPART_GRANDPAR
(15,21),(21,5),-1.0384 # DEPENDENCYPART_GRANDPAR
(15,21),(21,6),-0.881815 # DEPENDENCYPART_GRANDPAR
(15,21),(21,9),-0.503244 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-0.536762 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.55938 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.377778 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.395922 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.0608784 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.395322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),-0.152479 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.267636 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.275218 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.205987 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.10045 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.739753 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.478641 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.415465 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.456617 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.259507 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.535809 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.242708 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.357515 # DEPENDENCYPART_GRANDPAR
(16,7),(7,20),-0.262051 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.730219 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.085219 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.46731 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.405737 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.446889 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.235502 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.357158 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.242708 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.740761 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.357515 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.445472 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.262051 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.154382 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.51704 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.406888 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.445126 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.215308 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.543482 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.739753 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.0917285 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.478641 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.259507 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.36849 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.406727 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.138687 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.685029 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.104965 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.1527 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.536038 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.195952 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.423914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),-0.445666 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.262051 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.746512 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.245416 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.482251 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.2154 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.256552 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.453676 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.3721 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.417332 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.33379 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.484965 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.295154 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.336252 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.31255 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.181512 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.498949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.232198 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.461082 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.342446 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.444546 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.199114 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.240266 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.164068 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.326579 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.0441821 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.468679 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.00562965 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.18277 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.228791 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.0712794 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.394597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.205581 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.296701 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.244779 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.395812 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.719963 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.75075 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.660413 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.179722 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.163065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,19),-0.501326 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.491522 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.372958 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.330998 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.448905 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.681289 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.644818 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.0905692 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.240919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.117242 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.550847 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.0928345 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),-0.176555 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.321726 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-0.928657 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-0.306817 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-0.770378 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-0.756084 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.78687 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-0.415378 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.99879 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.373418 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.471911 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.696534 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.72543 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.167601 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.341275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.0751738 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.244137 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.566273 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.397928 # DEPENDENCYPART_GRANDPAR
(16,21),(21,5),-0.810074 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-0.536049 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-0.417484 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-1.03849 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.375529 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.476242 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.645771 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.769824 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.210175 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.553751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),-0.220737 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.396198 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.749298 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.28759 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.732568 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.539346 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.32053 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.421482 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.398802 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.303884 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.244647 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.247707 # DEPENDENCYPART_GRANDPAR
(17,7),(7,20),-0.135038 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.732762 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.63084 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.539239 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.32053 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.421482 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.394043 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.350746 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.244647 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.333519 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.247707 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.106274 # DEPENDENCYPART_GRANDPAR
(17,8),(8,20),-0.135038 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.732568 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.629553 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.539346 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.398802 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.350853 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.23831 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.134418 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.256688 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.268019 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.0276957 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.357479 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.192967 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.133136 # DEPENDENCYPART_GRANDPAR
(17,13),(13,18),-0.0576768 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.135038 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.450655 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.551607 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.331188 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.170345 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.0664165 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.386814 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.195347 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.0558394 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.0272654 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.13199 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.401808 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.282061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.00906719 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.153253 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.0894248 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.272633 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.15863 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.231498 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.0283812 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.0375204 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.272803 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.00396021 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.219379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),0.0596352 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.105065 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.153856 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.0663066 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.268122 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.175276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.0767842 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.567381 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.46229 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.242231 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.34791 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.243439 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.349118 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.343677 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.646454 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.761469 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-0.944938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,2),-0.571596 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.442181 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.626548 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.741564 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.365061 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.315912 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.798653 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.606768 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.496999 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.374167 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.681366 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.796382 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.396439 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.471774 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.281069 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.438384 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.49366 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.688276 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.275477 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.951681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,20),-0.361088 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.761678 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.61606 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.486303 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.445595 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.551275 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.389923 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.67067 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.785229 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.4101 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.508387 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.295388 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.529962 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.300931 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.653881 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.373493 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.00163262 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.925557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,20),-0.405858 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.304532 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.528457 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.634136 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.266399 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.380725 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.286575 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.591249 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.171798 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.360606 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.10403 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.20291 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.593446 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.0435918 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.990385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,20),-0.447613 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.378173 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.60736 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.720916 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.254875 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.50295 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.237621 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.401011 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.360895 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0644817 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.801698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.313914 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.329928 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.211579 # DEPENDENCYPART_GRANDPAR
