# _root_ Ilık et suyunun yanında _ _ haşlanmış geyik eti , _ kızarmış ekmek , bir de ılık çay vardı masada .
#goldHeads=3,3,4,19,6,7,9,9,10,13,12,13,14,18,18,15,18,19,21,19,0,
#predictedHeads=2,3,4,6,6,7,9,9,19,0,12,13,19,0,18,15,18,19,21,19,0,
(16,18),(18,14),-0.112712 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.168871 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.355571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.266192 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.259807 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.366746 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.135525 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.138783 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.276843 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.213908 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.134533 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.336635 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.11499 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.212176 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.286345 # DEPENDENCYPART_GRANDPAR
(17,11),(11,18),-0.363587 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.347997 # DEPENDENCYPART_GRANDPAR
(17,11),(11,20),-0.355055 # DEPENDENCYPART_GRANDPAR
(17,11),(11,21),-0.350085 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.27016 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.176848 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.286239 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.313007 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.227763 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.329722 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.165303 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.0832623 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.281697 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.200464 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.212359 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.543984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.467889 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.310907 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.367915 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.296334 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),0.0668856 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.359719 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.284788 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.269911 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.149404 # DEPENDENCYPART_GRANDPAR
(17,14),(14,18),-0.425622 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.338067 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.430117 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.364838 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.0148819 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.200578 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.141787 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.357332 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.232589 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.0890052 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.0531839 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.091507 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.453993 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.574348 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.604974 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.515847 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.570618 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.38746 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.220279 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.209231 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.326278 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.233498 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.0105669 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.442545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,20),-0.166298 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-0.604974 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-0.515847 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-0.570618 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.209231 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.326278 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.233498 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.0105669 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.442545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.313646 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.201048 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.143162 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.0169928 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.295493 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.440251 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.102742 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),-0.117758 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.081481 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.340982 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.48574 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.576956 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.0279083 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.227657 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.0330994 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.116411 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.317381 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),-0.117915 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.0158051 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.307909 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.452666 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.543883 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.000849933 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.200599 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),0.0488248 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.197698 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.319459 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.564975 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),0.0739616 # DEPENDENCYPART_GRANDPAR
(18,9),(9,19),-0.285655 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),0.0905746 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.133657 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.118124 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.317873 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),0.154702 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),0.1909 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),0.368351 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.880863 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.118156 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.135145 # DEPENDENCYPART_GRANDPAR
(18,10),(10,19),-0.372303 # DEPENDENCYPART_GRANDPAR
(18,10),(10,20),-0.343252 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.23515 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.449859 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.14039 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),0.0712662 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.122183 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),0.00352801 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),0.00957037 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.0893519 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.144968 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.143408 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.781317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.25497 # DEPENDENCYPART_GRANDPAR
(18,11),(11,20),-0.142192 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),-0.224295 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),-0.414194 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.513083 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),0.183764 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.0159852 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),0.0802674 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.169836 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.00844152 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.114817 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.276389 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.923693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.323834 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.297671 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.0157982 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.195046 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),0.043248 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.213274 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.0639403 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.154486 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.45545 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.0352409 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.147207 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.110343 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.173572 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.275027 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.931536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.28566 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.118124 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.317873 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),0.154702 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.0586564 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.578277 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),0.141614 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.556117 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.969134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.372303 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.343252 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.390889 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.0510014 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0989976 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.113393 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.0961234 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.531591 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),0.00968439 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),0.0878829 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.0266656 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.948949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,11),-0.276389 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),0.179328 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.0479389 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.134208 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.00800479 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.923693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,20),-0.297671 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-0.514536 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-0.353186 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.259069 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.168951 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.096313 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.172876 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.081427 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),0.171001 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.692685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.175257 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.169031 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.325809 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.251174 # DEPENDENCYPART_GRANDPAR
(19,2),(2,15),-0.0688977 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.325809 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.195332 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.350977 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.227032 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.193766 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.451545 # DEPENDENCYPART_GRANDPAR
(19,4),(4,15),-0.0679588 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.0646233 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.0313575 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),0.237275 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),-0.261275 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-0.471673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,1),-0.478655 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.0646233 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.0313575 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),0.237275 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.197633 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.375273 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.520547 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),-0.261275 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-0.471673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,1),-0.298992 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.131463 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.0981968 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),0.137524 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.244296 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),0.00819987 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.34759 # DEPENDENCYPART_GRANDPAR
(19,7),(7,20),0.029961 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.319661 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.179426 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.14616 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),0.0808102 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.363687 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.111191 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.251483 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.226378 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.490653 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),-0.0690587 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-0.315034 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.187648 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.154383 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),0.0725873 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.375834 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.123337 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.235663 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.152774 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.490926 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.0697153 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.0889662 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-0.572788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,1),-0.272393 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),0.0829501 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.175596 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),0.0769 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.19858 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.160107 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.115078 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.482441 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.294341 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.366053 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-0.551173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,20),0.12298 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.0646233 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),0.237275 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),0.0548629 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.404842 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.0415223 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.0156316 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.194116 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.261275 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.358276 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.396409 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),-0.251109 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-0.471673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),0.301475 # DEPENDENCYPART_GRANDPAR
(19,11),(11,21),-0.00312288 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-0.0946314 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),0.14109 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.246768 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),0.00572778 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.225179 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.108297 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.0711627 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.290872 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),0.136279 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),-0.0783215 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-0.585473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),0.029961 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.332525 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.13574 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.258738 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.192016 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.173688 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.235547 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.0051883 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.14464 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.301975 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.0688977 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.220615 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.17061 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.0186315 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.572788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,5),-0.175596 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),0.0769 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.19858 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.280673 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),0.207452 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.084508 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),0.0296595 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-0.249321 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.551173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),0.12298 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),-0.125018 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.0723658 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.182863 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.150208 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.171701 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),0.192225 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.092638 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.0299857 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.0936627 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.128825 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),0.136279 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),0.0735785 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.102201 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.142233 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.103067 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.0783215 # DEPENDENCYPART_GRANDPAR
(19,17),(17,20),0.029961 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),0.0595582 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.166451 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.148123 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.232234 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.00271532 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.132613 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),0.0168803 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.0435638 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.0829351 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.223199 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.105504 # DEPENDENCYPART_GRANDPAR
(19,18),(18,20),-0.013988 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-0.449446 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.415986 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.436211 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.286703 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.24754 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.160369 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.128298 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.281714 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.182404 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.48495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.0421895 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-0.546061 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-0.757273 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-0.504777 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-0.472173 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-0.392224 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-0.374226 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.358176 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.262745 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.350969 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.186881 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.152932 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.331073 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.156475 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.590821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.0192382 # DEPENDENCYPART_GRANDPAR
(20,8),(8,1),-0.493721 # DEPENDENCYPART_GRANDPAR
(20,8),(8,2),-0.913339 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.906534 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.59342 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.481903 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.680581 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.347265 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.781476 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.467191 # DEPENDENCYPART_GRANDPAR
(20,8),(8,15),-0.509741 # DEPENDENCYPART_GRANDPAR
(20,9),(9,1),-0.428045 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),-0.880265 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),-0.873461 # DEPENDENCYPART_GRANDPAR
