# _root_ Ana'nın _ orada_olmadığını _ söyledikten sonra ben , buna ne inanırmış , ne de inanmazmış gibi bir tavır takındım .
#goldHeads=2,3,4,5,6,19,15,0,15,11,18,0,15,13,16,18,18,19,20,0,
#predictedHeads=3,3,4,5,6,11,11,0,11,11,12,19,15,13,16,19,18,19,20,0,
(20,15),(15,3),-0.241689 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.378797 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.292149 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),0.379413 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.331008 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),0.14476 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.00659629 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.220494 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.0695625 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),0.189467 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.11584 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.343197 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.0371663 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.125195 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.502809 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.581983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,8),0.183211 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.111733 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),0.227919 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.0070786 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.272959 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.0670192 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.157647 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.26191 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.286377 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),0.119472 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.408283 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),0.101318 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),0.0175382 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.0770141 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.143314 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),0.146026 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),0.0276399 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.312389 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),0.0110691 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.0343538 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.100003 # DEPENDENCYPART_GRANDPAR
(20,19),(19,1),-0.198902 # DEPENDENCYPART_GRANDPAR
(20,19),(19,2),-0.405463 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),-0.241689 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.378797 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.292149 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),0.379413 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.331008 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),0.14476 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.00659629 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.220494 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.0695625 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),0.189467 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.11584 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.343197 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),0.0848206 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.0297629 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.0352486 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.167934 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.581983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
