# _root_ Kızaklarda _ _ _ kullanılan tahta , deri ve boynuzların dışında tek_tük halatlar , sicimler de dış dünyadan geliyor bu dağlara .
#goldHeads=4,3,4,5,6,7,8,9,10,11,19,13,14,15,19,15,18,19,22,21,19,0,
#predictedHeads=4,3,4,5,6,7,8,9,10,11,19,13,19,0,19,15,18,19,22,21,19,0,
(15,21),(21,18),-0.673128 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.365987 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.065355 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.833181 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.681211 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.797424 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.797808 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.7517 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.405313 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.794106 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.596917 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.464638 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.237639 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0912571 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.555989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.357527 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.414622 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.411174 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.408025 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.681211 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.797424 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.405313 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.794106 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.596917 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.464638 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.580343 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.178202 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.555989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.357527 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.414622 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.411174 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.408025 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.383961 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-1.03002 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-1.5831 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.822348 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.995002 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.963548 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.616065 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.990944 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.793733 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.605446 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.77718 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.343942 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.339778 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.322396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.235973 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.246124 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.187123 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.720068 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.410425 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.407869 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.276634 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.381497 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.0443311 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.406087 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.190771 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.0938574 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.297635 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.18944 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.137215 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.543535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.466351 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.3189 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.441737 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.417451 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.337273 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.055393 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.330329 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.351873 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.149331 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.448601 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.073194 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.282882 # DEPENDENCYPART_GRANDPAR
(17,14),(14,18),-0.425174 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.34615 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.394333 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.410425 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.407869 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.0443311 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.406087 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.190771 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.0938574 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.0189795 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.102683 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.137215 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.543535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.466351 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.3189 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.441737 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.43551 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.130017 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.188633 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.453544 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-1.02303 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-1.02655 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.544463 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.711568 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.516166 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.292828 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.709046 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.493549 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.0415883 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.283979 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.342215 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.342595 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.0857111 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.44251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,20),-0.207562 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.132552 # DEPENDENCYPART_GRANDPAR
(17,21),(21,5),-0.544463 # DEPENDENCYPART_GRANDPAR
(17,21),(21,7),-0.516166 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-0.292828 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-0.493549 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-0.0415883 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.283979 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.342215 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.342595 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.0857111 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.44251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),-0.313197 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.207297 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.281252 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.773302 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.910585 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.663298 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.908129 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.497916 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.346228 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.133184 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.939064 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.69504 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.50713 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.294086 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.325456 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.520512 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.498078 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.451003 # DEPENDENCYPART_GRANDPAR
(18,6),(6,19),-0.431759 # DEPENDENCYPART_GRANDPAR
(18,6),(6,20),-0.129665 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.522986 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.599345 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.626465 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.413421 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.213296 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.0809015 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.662074 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),-0.453535 # DEPENDENCYPART_GRANDPAR
(18,7),(7,19),-0.518497 # DEPENDENCYPART_GRANDPAR
(18,7),(7,21),-0.294625 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.618102 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.519249 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.306205 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.272387 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.204886 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.860333 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.600694 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.325315 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.495816 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.36102 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.423986 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.241818 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.445393 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.402703 # DEPENDENCYPART_GRANDPAR
(18,10),(10,19),-0.431759 # DEPENDENCYPART_GRANDPAR
(18,10),(10,20),-0.129665 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.294703 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.329094 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.493362 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.366595 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.421533 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.242041 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.630127 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.403001 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.258185 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.473012 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.193505 # DEPENDENCYPART_GRANDPAR
(18,11),(11,19),-0.431759 # DEPENDENCYPART_GRANDPAR
(18,11),(11,20),-0.129665 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-0.490877 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.128404 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.321895 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.392103 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.185114 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.597672 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.344358 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.329561 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.879087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,21),-0.249184 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.93864 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.325315 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.495816 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.36102 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.423986 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.241818 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.632581 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.378725 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.270721 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.473012 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.193502 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.0858415 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.0195844 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.88583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.431759 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.129665 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.626465 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.413421 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.213296 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.0113784 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.216927 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),0.0113904 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.160859 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.229924 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.35751 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.924528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.518497 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.294625 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.325315 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.495816 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.241818 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.632581 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.378725 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.270721 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.18573 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.31352 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.0858415 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.0195844 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.88583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.431759 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.129665 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.255927 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.241321 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.176641 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.904343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,13),-0.165604 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.280692 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.100925 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.270244 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.879087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,21),-0.249184 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.322513 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.752579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,5),-0.548609 # DEPENDENCYPART_GRANDPAR
(18,21),(21,7),-0.462203 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),-0.481403 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.682927 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.499315 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.495716 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.414703 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.431036 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.333426 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.115782 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.648296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),-0.320145 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.101561 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.836975 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.385988 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.634137 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.422176 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.394947 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.422176 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.394947 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.292082 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.426255 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.674021 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.414136 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.440412 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.302004 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.546599 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.299763 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.558283 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-0.452224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,20),0.147066 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.469466 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-1.05168 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.260508 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.286784 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.289832 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.244275 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.537386 # DEPENDENCYPART_GRANDPAR
(19,7),(7,14),-0.341072 # DEPENDENCYPART_GRANDPAR
(19,7),(7,19),-0.43276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,21),0.137192 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.416517 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.442793 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.31966 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.201826 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.271626 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.558284 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.287922 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.0571733 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.290217 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-0.452225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,20),0.147064 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.788681 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.222218 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.248494 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.202511 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.125361 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.421588 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.337134 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.302004 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.199444 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.273813 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.119682 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.291772 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.203464 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.057172 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-0.452224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,20),0.147066 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.446451 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.313946 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.198162 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.283985 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.1184 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.296733 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.115381 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.0574735 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.290223 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.287519 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.245891 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-0.452224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),0.147066 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),-0.589678 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.356404 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.375866 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.181357 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.364859 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.172285 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.0808997 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.321096 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.0502392 # DEPENDENCYPART_GRANDPAR
(19,12),(12,21),0.0331073 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.426114 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.302004 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.199444 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.273813 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.119682 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.291772 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.116663 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.0241733 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),0.0590002 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.287515 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.245881 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.261353 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.078993 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.125455 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.452224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),0.147066 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.260508 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.286784 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.289832 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.169127 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.160015 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.0803017 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),0.0643671 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.162309 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.483515 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-0.11218 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.43276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,21),0.137192 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.302004 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.199444 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.291772 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.116663 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.0241733 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),0.0590002 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.118958 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.0147286 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.261353 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.078993 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.125455 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.452224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),0.147066 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),0.00358032 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.221818 # DEPENDENCYPART_GRANDPAR
