# _root_ Ben bir hizmet _ insanıyım , söylerim , _ söylediğimin arkasından giderim ve bana neye mal olursa_olsun ben bununla iftihar ederim .
#goldHeads=4,3,4,5,6,22,8,22,10,11,12,13,21,15,17,17,21,19,20,21,22,0,
#predictedHeads=5,3,4,5,6,7,8,21,10,11,12,13,21,17,17,17,21,21,20,21,22,0,
(16,12),(12,11),-0.385137 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.0308072 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.723031 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.273855 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.767069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.218875 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.440128 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.334703 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.601322 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.674616 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.190033 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.425032 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.462031 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.074078 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.698169 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.758088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,1),-1.28256 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.910478 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-1.16537 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.427841 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.911159 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.975891 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.869783 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.992389 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.975979 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.693159 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.799602 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.145582 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.847774 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.386188 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.628032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.183175 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.211054 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.11245 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.111214 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.0223879 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.661717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,10),-1.00261 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.719788 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.159366 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.847999 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.556102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.0626542 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.0367134 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.0117323 # DEPENDENCYPART_GRANDPAR
(16,21),(21,1),-1.28256 # DEPENDENCYPART_GRANDPAR
(16,21),(21,3),-0.91324 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-1.16813 # DEPENDENCYPART_GRANDPAR
(16,21),(21,5),-0.427841 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-0.911159 # DEPENDENCYPART_GRANDPAR
(16,21),(21,7),-0.975891 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-0.869783 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-0.992389 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-0.978741 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.695921 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.799602 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.145582 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.847774 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.386188 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.627884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),-0.0773668 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.0192564 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.0422773 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.300339 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.023069 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.876745 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.275448 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.906438 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.778801 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.289394 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.50103 # DEPENDENCYPART_GRANDPAR
(17,4),(4,21),-0.12977 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.750404 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.431053 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.540529 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.627922 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.551411 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),-0.443902 # DEPENDENCYPART_GRANDPAR
(17,5),(5,20),-0.636494 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.293329 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.544581 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-1.13143 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),0.0258585 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.757354 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.649845 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-1.08161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,21),-0.267507 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.750404 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.431984 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.540529 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.627922 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.598409 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.450958 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.550632 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.53952 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.253069 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.385823 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.443902 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),-0.250299 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,20),-0.636494 # DEPENDENCYPART_GRANDPAR
(17,7),(7,21),-0.361899 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.293329 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),0.0258585 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.312431 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),0.10972 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.823472 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.649845 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-1.08161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,21),-0.267507 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.66413 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.508106 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.474403 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.61498 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.246694 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.531118 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.274994 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.443102 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.575856 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.526822 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.300082 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),-0.440332 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.00981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,20),-0.361956 # DEPENDENCYPART_GRANDPAR
(17,9),(9,21),-0.195705 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.865076 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.533453 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.779965 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.477416 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.253082 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.281382 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.318106 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.868811 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.266948 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.554772 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.801289 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.487123 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.262789 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.403261 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.291089 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.327817 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.0878459 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.367783 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.396488 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.11007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,21),-0.295963 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.750404 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.431053 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.540529 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.627922 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.598409 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.450958 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.514547 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.479258 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.280512 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.0730703 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.21279 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.21111 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.375837 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.391425 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.250299 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,20),-0.636494 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.361899 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.0572203 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.100063 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.157898 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.0502887 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.170222 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.0993454 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.258867 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.308449 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.260533 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.284674 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.321398 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.0783875 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.207793 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.289337 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.100049 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.347653 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.352944 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.11007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.174916 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.656 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.295963 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.285359 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.276296 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),-0.076829 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.292128 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-0.393186 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.52594 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.32796 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.526489 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.390082 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-1.01953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.0491215 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.523887 # DEPENDENCYPART_GRANDPAR
(17,21),(21,1),-1.01538 # DEPENDENCYPART_GRANDPAR
(17,21),(21,3),-0.834536 # DEPENDENCYPART_GRANDPAR
(17,21),(21,4),-1.18273 # DEPENDENCYPART_GRANDPAR
(17,21),(21,5),-0.737681 # DEPENDENCYPART_GRANDPAR
(17,21),(21,6),-0.49376 # DEPENDENCYPART_GRANDPAR
(17,21),(21,7),-0.65382 # DEPENDENCYPART_GRANDPAR
(17,21),(21,8),-0.52206 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-0.671218 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-0.376442 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-0.509196 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-0.546311 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.318737 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.520934 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.529852 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.373471 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-1.06972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),-0.04249 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.502729 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.511884 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.384737 # DEPENDENCYPART_GRANDPAR
(17,22),(22,2),-0.577665 # DEPENDENCYPART_GRANDPAR
(17,22),(22,5),-0.784922 # DEPENDENCYPART_GRANDPAR
(17,22),(22,6),-0.547117 # DEPENDENCYPART_GRANDPAR
(17,22),(22,7),-0.70106 # DEPENDENCYPART_GRANDPAR
(17,22),(22,8),-0.575417 # DEPENDENCYPART_GRANDPAR
(17,22),(22,9),-0.717759 # DEPENDENCYPART_GRANDPAR
(17,22),(22,11),-0.489565 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-0.593551 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-0.348076 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.525153 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.353707 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-1.13197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),-0.179719 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.634305 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.31638 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.674634 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.121878 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.46773 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.45157 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.746441 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.836883 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.268904 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.18638 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.420037 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.201873 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.490692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,20),-0.48717 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.40303 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.455763 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.214271 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.392308 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.780878 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.753229 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.846781 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.242737 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.100672 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.0376802 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.457841 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.463392 # DEPENDENCYPART_GRANDPAR
(19,16),(16,20),-0.51317 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.417414 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.550633 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.98249 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.953897 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.440995 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.273898 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.750242 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.552446 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.561658 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.186438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,1),-0.959035 # DEPENDENCYPART_GRANDPAR
(20,10),(10,3),-0.439913 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),-0.797927 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.0199548 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.74673 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.64575 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.442285 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),-0.957188 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-0.508221 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.43842 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.796439 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.0201966 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.746972 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.482573 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.645992 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.442533 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.46368 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),0.057042 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.727182 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),-0.122011 # DEPENDENCYPART_GRANDPAR
(20,11),(11,21),-0.305695 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.34898 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.454546 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.114212 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.457501 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.386209 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),0.260086 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),-0.506944 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-0.644715 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.44125 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.47117 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.343503 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.589817 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),0.267263 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.631469 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.203553 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.122011 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.656151 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.774852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.305695 # DEPENDENCYPART_GRANDPAR
(20,17),(17,1),-0.816259 # DEPENDENCYPART_GRANDPAR
(20,17),(17,3),-0.389632 # DEPENDENCYPART_GRANDPAR
(20,17),(17,4),-0.744916 # DEPENDENCYPART_GRANDPAR
(20,17),(17,5),-0.042693 # DEPENDENCYPART_GRANDPAR
(20,17),(17,6),-0.743275 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.505069 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),-0.642295 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-0.45796 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.419225 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.309313 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.61359 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),0.28754 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.57229 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.0952245 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.156274 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.642674 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.0635685 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.748222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.350297 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.0693045 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.0445906 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),0.0635335 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.594813 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.739508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,3),(3,1),-0.575225 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.0917225 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-1.05532 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.477282 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.105669 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.537678 # DEPENDENCYPART_GRANDPAR
(21,4),(4,21),-0.538216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,5),(5,1),-0.448885 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.247328 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.577177 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.784003 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),0.440939 # DEPENDENCYPART_GRANDPAR
(21,5),(5,12),0.658381 # DEPENDENCYPART_GRANDPAR
(21,5),(5,20),-0.163257 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),-0.109604 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.581229 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-1.28751 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),0.318445 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),0.234996 # DEPENDENCYPART_GRANDPAR
(21,6),(6,12),0.452438 # DEPENDENCYPART_GRANDPAR
(21,6),(6,17),0.0406963 # DEPENDENCYPART_GRANDPAR
(21,6),(6,21),-0.675953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,7),(7,1),-0.448885 # DEPENDENCYPART_GRANDPAR
(21,7),(7,2),-0.248259 # DEPENDENCYPART_GRANDPAR
(21,7),(7,3),-0.577177 # DEPENDENCYPART_GRANDPAR
(21,7),(7,4),-0.784003 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.305822 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.325905 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),-0.412216 # DEPENDENCYPART_GRANDPAR
(21,7),(7,9),-0.38652 # DEPENDENCYPART_GRANDPAR
(21,7),(7,10),-0.0856029 # DEPENDENCYPART_GRANDPAR
(21,7),(7,11),-0.382584 # DEPENDENCYPART_GRANDPAR
(21,7),(7,12),0.658381 # DEPENDENCYPART_GRANDPAR
(21,7),(7,16),-0.495426 # DEPENDENCYPART_GRANDPAR
(21,7),(7,17),0.246639 # DEPENDENCYPART_GRANDPAR
(21,7),(7,20),-0.163257 # DEPENDENCYPART_GRANDPAR
(21,7),(7,21),-0.770344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,8),(8,2),-0.109604 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),0.318445 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.187379 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),1.10207 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),-0.670472 # DEPENDENCYPART_GRANDPAR
(21,8),(8,12),0.452438 # DEPENDENCYPART_GRANDPAR
(21,8),(8,17),0.0406963 # DEPENDENCYPART_GRANDPAR
